Time	ObsPoint	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0.000371865	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-9.95379e-035	0.351063	-0.207912	-2.83983e-006	-1.65474e-035	-1.65474e-035	0.766893	
0.0004619	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.11282e-034	0.351063	-0.207912	-2.83983e-006	2.92299e-035	2.92299e-035	0.766893	
0.000462963	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.28985e-034	0.351063	-0.207912	-2.83983e-006	-2.23956e-035	-2.23956e-035	0.766893	
0.000551936	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-9.92971e-033	0.351063	-0.207912	-2.83983e-006	-1.52088e-033	-1.52088e-033	0.766893	
0.000640908	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.96941e-033	0.351063	-0.207912	-2.83983e-006	-3.34007e-034	-3.34007e-034	0.766893	
0.000656732	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.46708e-033	0.351063	-0.207912	-2.83983e-006	-2.62362e-034	-2.62362e-034	0.766893	
0.000664867	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.79124e-033	0.351063	-0.207912	-2.83983e-006	-4.66341e-034	-4.66341e-034	0.766893	
0.000669276	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-5.02834e-033	0.351063	-0.207912	-2.83983e-006	-8.08352e-034	-8.08352e-034	0.766893	
0.000672308	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-7.9807e-033	0.351063	-0.207912	-2.83983e-006	-1.25895e-033	-1.25895e-033	0.766893	
0.00067534	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.2039e-032	0.351063	-0.207912	-2.83983e-006	-1.87817e-033	-1.87817e-033	0.766893	
0.000678371	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.63942e-032	0.351063	-0.207912	-2.83983e-006	-2.54273e-033	-2.54273e-033	0.766893	
0.000682301	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.13199e-032	0.351063	-0.207913	-2.83983e-006	-3.29483e-033	-3.29483e-033	0.766893	
0.000690382	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.74185e-032	0.351063	-0.207913	-2.83983e-006	-4.22851e-033	-4.22851e-033	0.766893	
0.000698462	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.05649e-032	0.351063	-0.207913	-2.83983e-006	-4.7135e-033	-4.7135e-033	0.766893	
0.000709624	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.26425e-032	0.351063	-0.207913	-2.83983e-006	-5.03874e-033	-5.03874e-033	0.766893	
0.000727138	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.30226e-032	0.351063	-0.207913	-2.83983e-006	-5.11117e-033	-5.11117e-033	0.766893	
0.000789976	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.28357e-032	0.351063	-0.207913	-2.83984e-006	-3.61005e-033	-3.61005e-033	0.766893	
0.000852815	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-7.393e-033	0.351063	-0.207913	-2.83984e-006	-1.30136e-033	-1.30136e-033	0.766893	
0.000925926	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	7.93116e-033	0.351062	-0.207913	-2.83984e-006	9.93697e-034	9.93697e-034	0.766892	
0.00107129	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.67336e-032	0.351062	-0.207913	-2.83984e-006	3.81237e-033	3.81237e-033	0.766891	
0.00121666	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.25854e-032	0.351061	-0.207913	-2.83984e-006	4.68954e-033	4.68954e-033	0.76689	
0.00136203	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.02931e-032	0.351059	-0.207913	-2.83985e-006	4.343e-033	4.343e-033	0.766889	
0.00138889	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.73468e-032	0.351059	-0.207913	-2.83985e-006	3.89238e-033	3.89238e-033	0.766889	
0.0015074	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.91646e-032	0.351058	-0.207913	-2.83985e-006	2.63831e-033	2.63831e-033	0.766888	
0.00163334	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.58562e-032	0.351057	-0.207913	-2.83986e-006	2.12706e-033	2.12706e-033	0.766886	
0.00184701	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.40253e-032	0.351054	-0.207913	-2.83987e-006	1.83852e-033	1.83852e-033	0.766884	
0.00185185	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.16758e-032	0.351054	-0.207913	-2.83987e-006	1.47446e-033	1.47446e-033	0.766884	
0.00185669	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	7.95647e-033	0.351054	-0.207913	-2.83987e-006	8.989e-034	8.989e-034	0.766884	
0.00186326	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.43226e-033	0.351054	-0.207913	-2.83987e-006	-1.09613e-034	-1.09613e-034	0.766884	
0.00186984	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-5.22685e-033	0.351054	-0.207913	-2.83987e-006	-1.1373e-033	-1.1373e-033	0.766884	
0.00187898	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.29671e-032	0.351054	-0.207913	-2.83987e-006	-2.33036e-033	-2.33036e-033	0.766884	
0.00189976	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.31152e-032	0.351053	-0.207913	-2.83987e-006	-3.89579e-033	-3.89579e-033	0.766883	
0.00192362	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.81034e-032	0.351053	-0.207913	-2.83987e-006	-4.66945e-033	-4.66945e-033	0.766883	
0.00195768	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.03693e-032	0.351053	-0.207913	-2.83987e-006	-5.03071e-033	-5.03071e-033	0.766883	
0.00200943	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.97134e-032	0.351052	-0.207913	-2.83987e-006	-4.95455e-033	-4.95455e-033	0.766882	
0.00212941	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.10597e-032	0.351051	-0.207913	-2.83988e-006	-3.68962e-033	-3.68962e-033	0.76688	
0.00229524	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-5.50334e-033	0.351048	-0.207913	-2.83989e-006	-1.38944e-033	-1.38944e-033	0.766878	
0.00253215	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.62714e-032	0.351045	-0.207913	-2.8399e-006	1.83141e-033	1.83141e-033	0.766875	
0.00281391	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	4.35172e-032	0.351041	-0.207912	-2.83991e-006	5.86319e-033	5.86319e-033	0.766871	
0.00309567	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	7.65261e-032	0.351037	-0.207912	-2.83993e-006	1.07644e-032	1.07644e-032	0.766867	
0.00338044	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.17407e-031	0.351033	-0.207912	-2.83994e-006	1.68598e-032	1.68598e-032	0.766863	
0.00368612	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.66817e-031	0.351028	-0.207912	-2.83995e-006	2.42554e-032	2.42554e-032	0.766858	
0.00403829	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.23041e-031	0.351024	-0.207912	-2.83997e-006	3.27054e-032	3.27054e-032	0.766854	
0.00445978	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.77614e-031	0.351019	-0.207912	-2.83999e-006	4.09582e-032	4.09582e-032	0.766848	
0.00494226	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.11902e-031	0.351013	-0.207912	-2.84001e-006	4.62289e-032	4.62289e-032	0.766843	
0.00546314	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.10149e-031	0.351009	-0.207912	-2.84002e-006	4.61435e-032	4.61435e-032	0.766838	
0.00601595	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.68078e-031	0.351005	-0.207912	-2.84004e-006	4.00375e-032	4.00375e-032	0.766835	
0.00660633	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.89419e-031	0.351002	-0.207912	-2.84005e-006	2.84445e-032	2.84445e-032	0.766832	
0.00722672	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	8.55895e-032	0.351	-0.207912	-2.84005e-006	1.30466e-032	1.30466e-032	0.76683	
0.00788738	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.15817e-032	0.351	-0.207912	-2.84005e-006	-4.40222e-033	-4.40222e-033	0.76683	
0.00859687	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.50129e-031	0.351002	-0.207912	-2.84005e-006	-2.2121e-032	-2.2121e-032	0.766831	
0.00936483	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-2.59281e-031	0.351005	-0.207912	-2.84003e-006	-3.84981e-032	-3.84981e-032	0.766834	
0.0101972	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.49008e-031	0.35101	-0.207912	-2.84002e-006	-5.2022e-032	-5.2022e-032	0.766839	
0.011099	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-4.10189e-031	0.351017	-0.207912	-2.83999e-006	-6.13048e-032	-6.13048e-032	0.766846	
0.012072	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-4.33818e-031	0.351025	-0.207912	-2.83996e-006	-6.49674e-032	-6.49674e-032	0.766855	
0.0131226	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-4.10673e-031	0.351036	-0.207912	-2.83993e-006	-6.1598e-032	-6.1598e-032	0.766866	
0.0142624	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-3.31667e-031	0.351048	-0.207912	-2.83988e-006	-4.9813e-032	-4.9813e-032	0.766878	
0.0155064	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	-1.92074e-031	0.351062	-0.207912	-2.83983e-006	-2.88974e-032	-2.88974e-032	0.766892	
0.0168713	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	9.79988e-035	0.351078	-0.207912	-2.83978e-006	-6.58749e-035	-6.58749e-035	0.766908	
0.0183739	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.17795e-031	0.351095	-0.207912	-2.83972e-006	3.2588e-032	3.2588e-032	0.766925	
0.0200311	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	4.24527e-031	0.351113	-0.207912	-2.83966e-006	6.3536e-032	6.3536e-032	0.766943	
0.0218622	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	6.1246e-031	0.351132	-0.207912	-2.83959e-006	9.15336e-032	9.15336e-032	0.766961	
0.023848	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	8.53892e-031	0.35115	-0.207912	-2.83953e-006	1.27356e-031	1.27356e-031	0.76698	
0.0259702	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.31903e-030	0.351168	-0.207912	-2.83947e-006	1.96481e-031	1.96481e-031	0.766998	
0.0282413	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.20807e-030	0.351184	-0.207912	-2.83941e-006	3.28901e-031	3.28901e-031	0.767014	
0.0306888	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.62083e-030	0.351196	-0.207912	-2.83937e-006	5.39584e-031	5.39584e-031	0.767026	
0.0333483	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	5.4453e-030	0.351204	-0.207912	-2.83934e-006	8.11723e-031	8.11723e-031	0.767034	
0.0362365	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	7.37974e-030	0.351205	-0.207912	-2.83934e-006	1.09996e-030	1.09996e-030	0.767034	
0.0393639	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	9.22822e-030	0.351194	-0.207912	-2.83938e-006	1.37448e-030	1.37448e-030	0.767023	
0.0427456	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.12794e-029	0.351168	-0.207912	-2.83947e-006	1.6775e-030	1.6775e-030	0.766998	
0.0463914	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.43398e-029	0.351122	-0.207912	-2.83962e-006	2.12837e-030	2.12837e-030	0.766952	
0.0503133	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	1.92138e-029	0.351053	-0.207912	-2.83986e-006	2.84596e-030	2.84596e-030	0.766883	
0.0545418	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	2.60483e-029	0.350957	-0.207912	-2.8402e-006	3.85123e-030	3.85123e-030	0.766787	
0.0591144	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	3.43415e-029	0.350831	-0.207912	-2.84063e-006	5.06894e-030	5.06894e-030	0.76666	
0.0640724	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	4.39712e-029	0.350674	-0.207912	-2.84118e-006	6.48135e-030	6.48135e-030	0.766504	
0.0694563	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	5.61214e-029	0.350489	-0.207912	-2.84182e-006	8.2656e-030	8.2656e-030	0.766318	
0.0753074	1	-99999	0	0.147505	0	0.0255119	0	6.7394e-012	0	0.172445	0	0	0	0.284467	0.539694	0	0.230153	0	-2.99113	0	0.997043	0	1	5	0	0	0	0.25	0.25	1967	7.21191e-029	0.350281	-0.207912	-2.84254e-006	1.06176e-029	1.06176e-029	0.766111	
