         X	         Y	         Z	         A	         B	         C	         D	
  64.00000	   1.50000	   0.00000	    0.1755030736E-09	    0.9239727584E-06	    0.2837000007E-04	    0.1212066142E-03	
  68.00000	   1.50000	   0.00000	    0.1152096713E-09	    0.8423347571E-06	    0.2866343688E-04	    0.1292984398E-03	
  72.00000	   1.50000	   0.00000	    0.7324735032E-10	    0.7388464403E-06	    0.2762509680E-04	    0.1308023397E-03	
  76.00000	   1.50000	   0.00000	    0.4524868040E-10	    0.6232107195E-06	    0.2537234259E-04	    0.1253937867E-03	
  80.00000	   1.50000	   0.00000	    0.2722536152E-10	    0.5048544613E-06	    0.2217799810E-04	    0.1138071656E-03	
  84.00000	   1.50000	   0.00000	    0.1597922215E-10	    0.3920674293E-06	    0.1842196029E-04	    0.9769018038E-04	
  88.00000	   1.50000	   0.00000	    0.9154037266E-11	    0.2912724585E-06	    0.1451864660E-04	    0.7922607328E-04	
  92.00000	   1.50000	   0.00000	    0.5116788257E-11	    0.2065431459E-06	    0.1084014179E-04	    0.6064361015E-04	
  96.00000	   1.50000	   0.00000	    0.2787201347E-11	    0.1394864387E-06	    0.7656753262E-05	    0.4377176324E-04	
 100.00000	   1.50000	   0.00000	    0.1476500286E-11	    0.8952617397E-07	    0.5109647670E-05	    0.2976615019E-04	
   0.00000	   2.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   2.50000	   0.00000	    0.5635540358E-11	    0.6936065979E-09	    0.4435970743E-08	    0.6827117409E-08	
   8.00000	   2.50000	   0.00000	    0.3097277939E-10	    0.4065347853E-08	    0.2683781416E-07	    0.4227213991E-07	
  12.00000	   2.50000	   0.00000	    0.1040782157E-09	    0.1517283108E-07	    0.1054459739E-06	    0.1724170511E-06	
  16.00000	   2.50000	   0.00000	    0.2571170979E-09	    0.4322782761E-07	    0.3219031441E-06	    0.5533562604E-06	
  20.00000	   2.50000	   0.00000	    0.5012339955E-09	    0.1005429210E-06	    0.8146611629E-06	    0.1488095204E-05	
  24.00000	   2.50000	   0.00000	    0.8046385347E-09	    0.1984503288E-06	    0.1772282314E-05	    0.3469798540E-05	
  28.00000	   2.50000	   0.00000	    0.1097693360E-08	    0.3417136257E-06	    0.3398936091E-05	    0.7179207273E-05	
  32.00000	   2.50000	   0.00000	    0.1305162565E-08	    0.5245624087E-06	    0.5859248198E-05	    0.1341282538E-04	
  36.00000	   2.50000	   0.00000	    0.1381186046E-08	    0.7306818316E-06	    0.9221443796E-05	    0.2294005333E-04	
  40.00000	   2.50000	   0.00000	    0.1323892804E-08	    0.9370873759E-06	    0.1341831879E-04	    0.3630997312E-04	
  44.00000	   2.50000	   0.00000	    0.1166372016E-08	    0.1119851018E-05	    0.1823653865E-04	    0.5364321239E-04	
  48.00000	   2.50000	   0.00000	    0.9561697823E-09	    0.1259265386E-05	    0.2333377736E-04	    0.7445118066E-04	
  52.00000	   2.50000	   0.00000	    0.7368907670E-09	    0.1342932629E-05	    0.2827673304E-04	    0.9752860471E-04	
  56.00000	   2.50000	   0.00000	    0.5384766190E-09	    0.1366507380E-05	    0.3259246965E-04	    0.1209668311E-03	
  60.00000	   2.50000	   0.00000	    0.3757853565E-09	    0.1332697314E-05	    0.3582790326E-04	    0.1423279638E-03	
  64.00000	   2.50000	   0.00000	    0.2519533716E-09	    0.1249416074E-05	    0.3761339563E-04	    0.1589924444E-03	
  68.00000	   2.50000	   0.00000	    0.1631035206E-09	    0.1127826438E-05	    0.3772396788E-04	    0.1686405379E-03	
  72.00000	   2.50000	   0.00000	    0.1023603403E-09	    0.9806608650E-06	    0.3612671613E-04	    0.1697639693E-03	
  76.00000	   2.50000	   0.00000	    0.6247702197E-10	    0.8208848682E-06	    0.3299972534E-04	    0.1620582574E-03	
  80.00000	   2.50000	   0.00000	    0.3717582163E-10	    0.6606028617E-06	    0.2871064664E-04	    0.1465530617E-03	
  84.00000	   2.50000	   0.00000	    0.2159771016E-10	    0.5101141876E-06	    0.2375357461E-04	    0.1254106999E-03	
  88.00000	   2.50000	   0.00000	    0.1225805691E-10	    0.3771382201E-06	    0.1865740128E-04	    0.1014389979E-03	
  92.00000	   2.50000	   0.00000	    0.6794467254E-11	    0.2663321510E-06	    0.1389032789E-04	    0.7747116080E-04	
  96.00000	   2.50000	   0.00000	    0.3673375486E-11	    0.1792379147E-06	    0.9787254852E-05	    0.5580929747E-04	
 100.00000	   2.50000	   0.00000	    0.1933087379E-11	    0.1147005948E-06	    0.6517817889E-05	    0.3788872392E-04	
   0.00000	   3.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   3.50000	   0.00000	    0.1043780606E-10	    0.1148099502E-08	    0.6940635771E-08	    0.1024703954E-07	
   8.00000	   3.50000	   0.00000	    0.5686462549E-10	    0.6682403021E-08	    0.4174911106E-07	    0.6314337624E-07	
  12.00000	   3.50000	   0.00000	    0.1884713340E-09	    0.2466843891E-07	    0.1625467229E-06	    0.2556001635E-06	
  16.00000	   3.50000	   0.00000	    0.4574537878E-09	    0.6929763921E-07	    0.4904278399E-06	    0.8123195649E-06	
  20.00000	   3.50000	   0.00000	    0.8737997745E-09	    0.1585740269E-06	    0.1224363997E-05	    0.2159720390E-05	
  24.00000	   3.50000	   0.00000	    0.1372261032E-08	    0.3075295857E-06	    0.2624505990E-05	    0.4973742945E-05	
  28.00000	   3.50000	   0.00000	    0.1830194320E-08	    0.5200025722E-06	    0.4956894296E-05	    0.1015943543E-04	
  32.00000	   3.50000	   0.00000	    0.2127588205E-08	    0.7838879108E-06	    0.8414936705E-05	    0.1873796888E-04	
  36.00000	   3.50000	   0.00000	    0.2202557848E-08	    0.1072719054E-05	    0.1304688709E-04	    0.3164843269E-04	
  40.00000	   3.50000	   0.00000	    0.2067125685E-08	    0.1352536583E-05	    0.1871470197E-04	    0.4949923473E-04	
  44.00000	   3.50000	   0.00000	    0.1785082949E-08	    0.1590484804E-05	    0.2509384596E-04	    0.7231715246E-04	
  48.00000	   3.50000	   0.00000	    0.1436052612E-08	    0.1761667737E-05	    0.3170817390E-04	    0.9934445368E-04	
  52.00000	   3.50000	   0.00000	    0.1087347534E-08	    0.1852524484E-05	    0.3798702129E-04	    0.1289347410E-03	
  56.00000	   3.50000	   0.00000	    0.7815708662E-09	    0.1860830581E-05	    0.4333324786E-04	    0.1585986828E-03	
  60.00000	   3.50000	   0.00000	    0.5371104337E-09	    0.1793505741E-05	    0.4719605277E-04	    0.1852425404E-03	
  64.00000	   3.50000	   0.00000	    0.3549986768E-09	    0.1663600780E-05	    0.4914503274E-04	    0.2056105810E-03	
  68.00000	   3.50000	   0.00000	    0.2267708372E-09	    0.1487462008E-05	    0.4893927193E-04	    0.2168805701E-03	
  72.00000	   3.50000	   0.00000	    0.1405671166E-09	    0.1282517056E-05	    0.4657895784E-04	    0.2172847568E-03	
  76.00000	   3.50000	   0.00000	    0.8481886837E-10	    0.1065676864E-05	    0.4232255349E-04	    0.2065746464E-03	
  80.00000	   3.50000	   0.00000	    0.4993811573E-10	    0.8521407129E-06	    0.3665568806E-04	    0.1861580051E-03	
  84.00000	   3.50000	   0.00000	    0.2873104986E-10	    0.6544214441E-06	    0.3021049297E-04	    0.1588272768E-03	
  88.00000	   3.50000	   0.00000	    0.1616250540E-10	    0.4815707268E-06	    0.2365172219E-04	    0.1281412354E-03	
  92.00000	   3.50000	   0.00000	    0.8887035283E-11	    0.3387345503E-06	    0.1755987346E-04	    0.9765131707E-04	
  96.00000	   3.50000	   0.00000	    0.4770355636E-11	    0.2271992073E-06	    0.1234377180E-04	    0.7021566983E-04	
 100.00000	   3.50000	   0.00000	    0.2494499432E-11	    0.1449802488E-06	    0.8203873514E-05	    0.4759274109E-04	
   0.00000	   4.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   4.50000	   0.00000	    0.1880516293E-10	    0.1859544436E-08	    0.1065119209E-07	    0.1510834567E-07	
   8.00000	   4.50000	   0.00000	    0.1015580875E-09	    0.1074830574E-07	    0.6370143129E-07	    0.9265572558E-07	
  12.00000	   4.50000	   0.00000	    0.3320353755E-09	    0.3924829409E-07	    0.2457873335E-06	    0.3722556837E-06	
  16.00000	   4.50000	   0.00000	    0.7919607211E-09	    0.1087279772E-06	    0.7330194672E-06	    0.1171648692E-05	
  20.00000	   4.50000	   0.00000	    0.1482738539E-08	    0.2448413493E-06	    0.1805610041E-05	    0.3080251502E-05	
  24.00000	   4.50000	   0.00000	    0.2279043620E-08	    0.4667038500E-06	    0.3814735831E-05	    0.7007806009E-05	
  28.00000	   4.50000	   0.00000	    0.2973344932E-08	    0.7752732831E-06	    0.7097908451E-05	    0.1413517667E-04	
  32.00000	   4.50000	   0.00000	    0.3381722041E-08	    0.1148247809E-05	    0.1187103263E-04	    0.2574528857E-04	
  36.00000	   4.50000	   0.00000	    0.3427338075E-08	    0.1544578005E-05	    0.1813980828E-04	    0.4295624764E-04	
  40.00000	   4.50000	   0.00000	    0.3151972292E-08	    0.1915747809E-05	    0.2566142491E-04	    0.6640996255E-04	
  44.00000	   4.50000	   0.00000	    0.2670161678E-08	    0.2218080936E-05	    0.3396243899E-04	    0.9597828151E-04	
  48.00000	   4.50000	   0.00000	    0.2109701056E-08	    0.2421384913E-05	    0.4239849330E-04	    0.1305439323E-03	
  52.00000	   4.50000	   0.00000	    0.1570727351E-08	    0.2512183087E-05	    0.5023522641E-04	    0.1679094703E-03	
  56.00000	   4.50000	   0.00000	    0.1111421769E-08	    0.2492349283E-05	    0.5673506672E-04	    0.2048874726E-03	
  60.00000	   4.50000	   0.00000	    0.7527051628E-09	    0.2375157960E-05	    0.6124342070E-04	    0.2376170781E-03	
  64.00000	   4.50000	   0.00000	    0.4907766789E-09	    0.2180722713E-05	    0.6327223027E-04	    0.2621160757E-03	
  68.00000	   4.50000	   0.00000	    0.3095691974E-09	    0.1932094832E-05	    0.6257569132E-04	    0.2750052284E-03	
  72.00000	   4.50000	   0.00000	    0.1896532581E-09	    0.1652476314E-05	    0.5920475437E-04	    0.2742505878E-03	
  76.00000	   4.50000	   0.00000	    0.1132003853E-09	    0.1363408262E-05	    0.5352096022E-04	    0.2597059119E-03	
  80.00000	   4.50000	   0.00000	    0.6598202061E-10	    0.1083554758E-05	    0.4615345303E-04	    0.2332514202E-03	
  84.00000	   4.50000	   0.00000	    0.3761272541E-10	    0.8277748974E-06	    0.3789792112E-04	    0.1984364342E-03	
  88.00000	   4.50000	   0.00000	    0.2098124787E-10	    0.6064102920E-06	    0.2957734062E-04	    0.1597065873E-03	
  92.00000	   4.50000	   0.00000	    0.1144901981E-10	    0.4249257377E-06	    0.2190099370E-04	    0.1214521056E-03	
  96.00000	   4.50000	   0.00000	    0.6103783620E-11	    0.2840940580E-06	    0.1536070157E-04	    0.8717356582E-04	
 100.00000	   4.50000	   0.00000	    0.3172569017E-11	    0.1807934814E-06	    0.1018941295E-04	    0.5899634909E-04	
   0.00000	   5.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   5.50000	   0.00000	    0.3288879085E-10	    0.2942369096E-08	    0.1601078783E-07	    0.2185855508E-07	
   8.00000	   5.50000	   0.00000	    0.1760931311E-09	    0.1689080456E-07	    0.9521429480E-07	    0.1334240091E-06	
  12.00000	   5.50000	   0.00000	    0.5680398630E-09	    0.6102074811E-07	    0.3641305617E-06	    0.5321020275E-06	
  16.00000	   5.50000	   0.00000	    0.1331904163E-08	    0.1667475524E-06	    0.1073674649E-05	    0.1658920100E-05	
  20.00000	   5.50000	   0.00000	    0.2445401540E-08	    0.3696554265E-06	    0.2610307874E-05	    0.4313654893E-05	
  24.00000	   5.50000	   0.00000	    0.3681130426E-08	    0.6928900622E-06	    0.5437609373E-05	    0.9698187739E-05	
  28.00000	   5.50000	   0.00000	    0.4701496482E-08	    0.1131407299E-05	    0.9971913485E-05	    0.1932424799E-04	
  32.00000	   5.50000	   0.00000	    0.5235986754E-08	    0.1647426769E-05	    0.1643895288E-04	    0.3477091754E-04	
  36.00000	   5.50000	   0.00000	    0.5199819907E-08	    0.2179784258E-05	    0.2477066935E-04	    0.5733542329E-04	
  40.00000	   5.50000	   0.00000	    0.4690320509E-08	    0.2661370879E-05	    0.3457729199E-04	    0.8765345496E-04	
  44.00000	   5.50000	   0.00000	    0.3901444569E-08	    0.3035982167E-05	    0.4519290625E-04	    0.1253653840E-03	
  48.00000	   5.50000	   0.00000	    0.3030244967E-08	    0.3268624423E-05	    0.5576801022E-04	    0.1688900788E-03	
  52.00000	   5.50000	   0.00000	    0.2220367639E-08	    0.3347903726E-05	    0.6537880750E-04	    0.2153590326E-03	
  56.00000	   5.50000	   0.00000	    0.1547927728E-08	    0.3282461876E-05	    0.7313395880E-04	    0.2607641783E-03	
  60.00000	   5.50000	   0.00000	    0.1033948601E-08	    0.3094594862E-05	    0.7827314344E-04	    0.3003661301E-03	
  64.00000	   5.50000	   0.00000	    0.6655580669E-09	    0.2813734108E-05	    0.8025822487E-04	    0.3293701120E-03	
  68.00000	   5.50000	   0.00000	    0.4148442713E-09	    0.2471316390E-05	    0.7885368979E-04	    0.3437928368E-03	
  72.00000	   5.50000	   0.00000	    0.2513535749E-09	    0.2097431266E-05	    0.7418233681E-04	    0.3413368570E-03	
  76.00000	   5.50000	   0.00000	    0.1484984360E-09	    0.1718890252E-05	    0.6673402495E-04	    0.3220145394E-03	
  80.00000	   5.50000	   0.00000	    0.8574059474E-10	    0.1358107254E-05	    0.5730861171E-04	    0.2882824559E-03	
  84.00000	   5.50000	   0.00000	    0.4845208148E-10	    0.1032321720E-05	    0.4689172587E-04	    0.2445815577E-03	
  88.00000	   5.50000	   0.00000	    0.2681345873E-10	    0.7530268120E-06	    0.3648711950E-04	    0.1963859864E-03	
  92.00000	   5.50000	   0.00000	    0.1452649290E-10	    0.5257512467E-06	    0.2694902358E-04	    0.1490484830E-03	
  96.00000	   5.50000	   0.00000	    0.7694648892E-11	    0.3504261687E-06	    0.1886065100E-04	    0.1067991572E-03	
 100.00000	   5.50000	   0.00000	    0.3976668537E-11	    0.2224291519E-06	    0.1248824892E-04	    0.7217287880E-04	
   0.00000	   6.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   6.50000	   0.00000	    0.5572257438E-10	    0.4541024535E-08	    0.2354353008E-07	    0.3099866192E-07	
   8.00000	   6.50000	   0.00000	    0.2958535426E-09	    0.2589389322E-07	    0.1392385112E-06	    0.1883489906E-06	
  12.00000	   6.50000	   0.00000	    0.9419823463E-09	    0.9257489972E-07	    0.5279122445E-06	    0.7457650958E-06	
  16.00000	   6.50000	   0.00000	    0.2172437083E-08	    0.2496393422E-06	    0.1539513909E-05	    0.2303713898E-05	
  20.00000	   6.50000	   0.00000	    0.3914223883E-08	    0.5450963542E-06	    0.3695742569E-05	    0.5926986995E-05	
  24.00000	   6.50000	   0.00000	    0.5775433821E-08	    0.1005366727E-05	    0.7594824073E-05	    0.1317377114E-04	
  28.00000	   6.50000	   0.00000	    0.7227904976E-08	    0.1614833933E-05	    0.1373545838E-04	    0.2594276044E-04	
  32.00000	   6.50000	   0.00000	    0.7890146670E-08	    0.2313400775E-05	    0.2233278138E-04	    0.4613801245E-04	
  36.00000	   6.50000	   0.00000	    0.7686005387E-08	    0.3013223594E-05	    0.3320460227E-04	    0.7522440181E-04	
  40.00000	   6.50000	   0.00000	    0.6807080321E-08	    0.3624322747E-05	    0.4576423969E-04	    0.1137768560E-03	
  44.00000	   6.50000	   0.00000	    0.5565460966E-08	    0.4076691197E-05	    0.5910525738E-04	    0.1611132201E-03	
  48.00000	   6.50000	   0.00000	    0.4253608503E-08	    0.4331827998E-05	    0.7213532402E-04	    0.2150730951E-03	
  52.00000	   6.50000	   0.00000	    0.3070352046E-08	    0.4383277623E-05	    0.8371782609E-04	    0.2719910826E-03	
  56.00000	   6.50000	   0.00000	    0.2110845400E-08	    0.4249833378E-05	    0.9279862425E-04	    0.3269158413E-03	
  60.00000	   6.50000	   0.00000	    0.1391806934E-08	    0.3965967004E-05	    0.9851478716E-04	    0.3741230311E-03	
  64.00000	   6.50000	   0.00000	    0.8852029741E-09	    0.3572946702E-05	    0.1002905174E-03	    0.4079277999E-03	
  68.00000	   6.50000	   0.00000	    0.5456236014E-09	    0.3112362594E-05	    0.9791978685E-04	    0.4237061463E-03	
  72.00000	   6.50000	   0.00000	    0.3271850775E-09	    0.2622274697E-05	    0.9162121950E-04	    0.4189102200E-03	
  76.00000	   6.50000	   0.00000	    0.1914519537E-09	    0.2135309835E-05	    0.8203995102E-04	    0.3937762577E-03	
  80.00000	   6.50000	   0.00000	    0.1095642641E-09	    0.1677795513E-05	    0.7017441377E-04	    0.3514474816E-03	
  84.00000	   6.50000	   0.00000	    0.6141103498E-10	    0.1269263847E-05	    0.5722639003E-04	    0.2973947099E-03	
  88.00000	   6.50000	   0.00000	    0.3373203437E-10	    0.9221129366E-06	    0.4440222512E-04	    0.2382629933E-03	
  92.00000	   6.50000	   0.00000	    0.1815140948E-10	    0.6415920440E-06	    0.3271622842E-04	    0.1804899584E-03	
  96.00000	   6.50000	   0.00000	    0.9556571413E-11	    0.4263947218E-06	    0.2285029606E-04	    0.1291197391E-03	
 100.00000	   6.50000	   0.00000	    0.4912430450E-11	    0.2699857779E-06	    0.1510377225E-04	    0.8713620713E-04	
   0.00000	   7.50000	   0.00000	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	    0.0000000000E+00	
   4.00000	   7.50000	   0.00000	    0.9127697934E-10	    0.6824898700E-08	    0.3382352257E-07	    0.4304525199E-07	
   8.00000	   7.50000	   0.00000	    0.4807255789E-09	    0.3866646553E-07	    0.1989715548E-06	    0.2603901759E-06	
  12.00000	   7.50000	   0.00000	    0.1511555784E-08	    0.1368587303E-06	    0.7481404421E-06	    0.1023902157E-05	
  16.00000	   7.50000	   0.00000	    0.3431287457E-08	    0.3643917903E-06	    0.2158770469E-05	    0.3135023593E-05	
  20.00000	   7.50000	   0.00000	    0.6072538958E-08	    0.7842352710E-06	    0.5119933613E-05	    0.7984138597E-05	
  24.00000	   7.50000	   0.00000	    0.8791624973E-08	    0.1424362088E-05	    0.1038618469E-04	    0.1755331571E-04	
  28.00000	   7.50000	   0.00000	    0.1079346872E-07	    0.2252375364E-05	    0.1853684237E-04	    0.3418227851E-04	
  32.00000	   7.50000	   0.00000	    0.1156260058E-07	    0.3177483289E-05	    0.2974748539E-04	    0.6012046391E-04	
  36.00000	   7.50000	   0.00000	    0.1106147564E-07	    0.4077777447E-05	    0.4367262667E-04	    0.9697582079E-04	
  40.00000	   7.50000	   0.00000	    0.9630024250E-08	    0.4836180860E-05	    0.5947244456E-04	    0.1451936467E-03	
  44.00000	   7.50000	   0.00000	    0.7747764789E-08	    0.5368294747E-05	    0.7594955336E-04	    0.2036663759E-03	
  48.00000	   7.50000	   0.00000	    0.5833187863E-08	    0.5634346871E-05	    0.9173253224E-04	    0.2695323186E-03	
