              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
          54000	          30000	            100	          10000	 1	   6.7385570595e+00	   1.4781990547e+02	   6.2849930645e+01	   3.3960005213e+03	   5.1003988978e+03	   1.2189141298e+03	   3.3446486889e+01	   2.3352502978e-01	
          60000	          30000	            100	          10000	 1	   6.7640511591e+00	   1.3550915784e+02	   5.7727548401e+01	   3.2241729560e+03	   4.7955281710e+03	   1.2140329919e+03	   3.2991454938e+01	   2.4137653791e-01	
          66000	          30000	            100	          10000	 1	   6.7777920522e+00	   1.2773477777e+02	   5.4476022397e+01	   3.1301435359e+03	   4.6189148539e+03	   1.2261160079e+03	   3.2767391378e+01	   2.4562176288e-01	
          72000	          30000	            100	          10000	 1	   6.7973087273e+00	   1.1869969947e+02	   5.0695339332e+01	   3.0065132552e+03	   4.3947592573e+03	   1.2313940927e+03	   3.2459317464e+01	   2.5243762576e-01	
          78000	          30000	            100	          10000	 1	   6.8584282670e+00	   9.8145103815e+01	   4.2075438444e+01	   2.6777688274e+03	   3.8259766190e+03	   1.2055992225e+03	   3.1611033711e+01	   2.7931301327e-01	
          84000	          30000	            100	          10000	 1	   6.8751687146e+00	   9.3247234541e+01	   4.0013940788e+01	   2.5956149634e+03	   3.6847916321e+03	   1.1984184425e+03	   3.1398138630e+01	   2.8786709303e-01	
          90000	          30000	            100	          10000	 1	   6.8832176201e+00	   9.0937886749e+01	   3.9040580449e+01	   2.5570636747e+03	   3.6182074346e+03	   1.1956574757e+03	   3.1299849446e+01	   2.9216308675e-01	
              0	          36000	            100	          10000	 1	   5.8760631242e+00	   1.8142629960e+04	   3.8885449020e+03	   1.2171204551e+05	   2.3055810222e+05	   2.5167297121e+02	   4.4445473985e+02	   7.7368128103e-01	
           6000	          36000	            100	          10000	 1	   5.8414441797e+00	   1.6566078993e+04	   3.7112602570e+03	   1.1309047638e+05	   2.1397099772e+05	   2.8318664336e+02	   4.1343783149e+02	   8.8848391426e-01	
          12000	          36000	            100	          10000	 1	   5.7565212833e+00	   1.2937678041e+04	   3.2264051091e+03	   9.2399943767e+04	   1.7425004916e+05	   4.0350978886e+02	   3.3920970273e+02	   1.1792441348e+00	
          18000	          36000	            100	          10000	 1	   5.7098809933e+00	   8.4028866575e+03	   2.4268814355e+03	   6.4486606961e+04	   1.2085687117e+05	   7.0087067957e+02	   2.3980030488e+02	   1.2733091079e+00	
          24000	          36000	            100	          10000	 1	   5.8452704417e+00	   4.1465935712e+03	   1.4014548366e+03	   3.5659362392e+04	   6.5905027660e+04	   1.0948044125e+03	   1.3917714361e+02	   7.1036147865e-01	
          30000	          36000	            100	          10000	 1	   6.4614644240e+00	   4.2228661948e+02	   1.7398555766e+02	   6.4250733438e+03	   1.0642363077e+04	   1.2119456398e+03	   4.2242033102e+01	   2.0335305466e-01	
          36000	          36000	            100	          10000	 1	   6.5302286747e+00	   3.1473489412e+02	   1.3102984755e+02	   5.3791865106e+03	   8.6886976303e+03	   1.2414880151e+03	   3.8998467798e+01	   2.0101383858e-01	
          42000	          36000	            100	          10000	 1	   6.5503842834e+00	   2.8570364964e+02	   1.1929444336e+02	   5.0991622116e+03	   8.1582281561e+03	   1.2633716128e+03	   3.8142891167e+01	   2.0091376006e-01	
          48000	          36000	            100	          10000	 1	   6.6345224443e+00	   2.1093575545e+02	   8.8880672172e+01	   4.2222111516e+03	   6.5725477557e+03	   1.2473997657e+03	   3.5673581397e+01	   2.1009707882e-01	
          54000	          36000	            100	          10000	 1	   6.7566705161e+00	   1.3930461424e+02	   5.9309652574e+01	   3.2753699700e+03	   4.8879570413e+03	   1.2126627739e+03	   3.3128302115e+01	   2.3913296671e-01	
          60000	          36000	            100	          10000	 1	   6.7880875545e+00	   1.2496974746e+02	   5.3328751087e+01	   3.0746332546e+03	   4.5305501794e+03	   1.2094155270e+03	   3.2608859572e+01	   2.4976087201e-01	
          66000	          36000	            100	          10000	 1	   6.8151619784e+00	   1.1379606019e+02	   4.8651173923e+01	   2.9133419401e+03	   4.2436383500e+03	   1.2078332109e+03	   3.2197803349e+01	   2.6012002547e-01	
