              x	              y	              z	           time	in	                  A	
             68	           12.5	           10.5	             40	 1	   1.7684904851e-10	
             72	           12.5	           10.5	             40	 1	   3.8772916119e-11	
             76	           12.5	           10.5	             40	 1	   8.4116375657e-12	
             80	           12.5	           10.5	             40	 1	   1.8054877419e-12	
             84	           12.5	           10.5	             40	 1	   3.8282527893e-13	
             88	           12.5	           10.5	             40	 1	   7.6316505232e-14	
             92	           12.5	           10.5	             40	 1	   1.4144247222e-14	
             96	           12.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           12.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           13.5	           10.5	             40	 1	   0.0000000000e+00	
              4	           13.5	           10.5	             40	 1	   7.8879409212e-02	
              8	           13.5	           10.5	             40	 1	   6.4785507434e-02	
             12	           13.5	           10.5	             40	 1	   3.2960598203e-02	
             16	           13.5	           10.5	             40	 1	   1.3165970285e-02	
             20	           13.5	           10.5	             40	 1	   4.5241624610e-03	
             24	           13.5	           10.5	             40	 1	   1.4023393418e-03	
             28	           13.5	           10.5	             40	 1	   4.0329507524e-04	
             32	           13.5	           10.5	             40	 1	   1.0957356321e-04	
             36	           13.5	           10.5	             40	 1	   2.8473710657e-05	
             40	           13.5	           10.5	             40	 1	   7.1388496939e-06	
             44	           13.5	           10.5	             40	 1	   1.7379648608e-06	
             48	           13.5	           10.5	             40	 1	   4.1284146898e-07	
             52	           13.5	           10.5	             40	 1	   9.6045995282e-08	
             56	           13.5	           10.5	             40	 1	   2.1948743422e-08	
             60	           13.5	           10.5	             40	 1	   4.9385803465e-09	
             64	           13.5	           10.5	             40	 1	   1.0962095091e-09	
             68	           13.5	           10.5	             40	 1	   2.4042219554e-10	
             72	           13.5	           10.5	             40	 1	   5.2169245945e-11	
             76	           13.5	           10.5	             40	 1	   1.1211384687e-11	
             80	           13.5	           10.5	             40	 1	   2.3870735478e-12	
             84	           13.5	           10.5	             40	 1	   5.0246614527e-13	
             88	           13.5	           10.5	             40	 1	   1.0038533584e-13	
             92	           13.5	           10.5	             40	 1	   1.8571287803e-14	
             96	           13.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           13.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           14.5	           10.5	             40	 1	   0.0000000000e+00	
              4	           14.5	           10.5	             40	 1	   1.9385632200e-01	
              8	           14.5	           10.5	             40	 1	   1.3005481701e-01	
             12	           14.5	           10.5	             40	 1	   5.9682535574e-02	
             16	           14.5	           10.5	             40	 1	   2.2301141704e-02	
             20	           14.5	           10.5	             40	 1	   7.2974521594e-03	
             24	           14.5	           10.5	             40	 1	   2.1771338126e-03	
             28	           14.5	           10.5	             40	 1	   6.0699752456e-04	
             32	           14.5	           10.5	             40	 1	   1.6071796989e-04	
             36	           14.5	           10.5	             40	 1	   4.0860204849e-05	
             40	           14.5	           10.5	             40	 1	   1.0053139711e-05	
             44	           14.5	           10.5	             40	 1	   2.4075522427e-06	
             48	           14.5	           10.5	             40	 1	   5.6366443823e-07	
             52	           14.5	           10.5	             40	 1	   1.2945157500e-07	
             56	           14.5	           10.5	             40	 1	   2.9241439881e-08	
             60	           14.5	           10.5	             40	 1	   6.5107409696e-09	
             64	           14.5	           10.5	             40	 1	   1.4314171740e-09	
             68	           14.5	           10.5	             40	 1	   3.1119898680e-10	
             72	           14.5	           10.5	             40	 1	   6.6984067041e-11	
             76	           14.5	           10.5	             40	 1	   1.4288234267e-11	
             80	           14.5	           10.5	             40	 1	   3.0214490714e-12	
             84	           14.5	           10.5	             40	 1	   6.3264143854e-13	
             88	           14.5	           10.5	             40	 1	   1.2860789818e-13	
             92	           14.5	           10.5	             40	 1	   2.3756780289e-14	
             96	           14.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           14.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           15.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           15.5	           10.5	             40	 1	   4.5905102107e-01	
              8	           15.5	           10.5	             40	 1	   2.2265472213e-01	
             12	           15.5	           10.5	             40	 1	   9.2563915932e-02	
             16	           15.5	           10.5	             40	 1	   3.2918171234e-02	
             20	           15.5	           10.5	             40	 1	   1.0423541162e-02	
             24	           15.5	           10.5	             40	 1	   3.0335351518e-03	
             28	           15.5	           10.5	             40	 1	   8.2903447688e-04	
             32	           15.5	           10.5	             40	 1	   2.1587671540e-04	
             36	           15.5	           10.5	             40	 1	   5.4106130600e-05	
             40	           15.5	           10.5	             40	 1	   1.3147813169e-05	
             44	           15.5	           10.5	             40	 1	   3.1143266923e-06	
             48	           15.5	           10.5	             40	 1	   7.2202721200e-07	
             52	           15.5	           10.5	             40	 1	   1.6436184898e-07	
             56	           15.5	           10.5	             40	 1	   3.6829821315e-08	
             60	           15.5	           10.5	             40	 1	   8.1401146511e-09	
             64	           15.5	           10.5	             40	 1	   1.7775210238e-09	
             68	           15.5	           10.5	             40	 1	   3.8401657583e-10	
             72	           15.5	           10.5	             40	 1	   8.2174139916e-11	
             76	           15.5	           10.5	             40	 1	   1.7432737936e-11	
             80	           15.5	           10.5	             40	 1	   3.6682707795e-12	
             84	           15.5	           10.5	             40	 1	   7.6458695403e-13	
             88	           15.5	           10.5	             40	 1	   1.5408478722e-13	
             92	           15.5	           10.5	             40	 1	   2.9712388654e-14	
             96	           15.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           15.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           16.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           16.5	           10.5	             40	 1	   5.7402286157e-01	
              8	           16.5	           10.5	             40	 1	   2.8791379265e-01	
             12	           16.5	           10.5	             40	 1	   1.1927622207e-01	
             16	           16.5	           10.5	             40	 1	   4.2047005557e-02	
             20	           16.5	           10.5	             40	 1	   1.3193506833e-02	
             24	           16.5	           10.5	             40	 1	   3.8068459372e-03	
             28	           16.5	           10.5	             40	 1	   1.0321508860e-03	
             32	           16.5	           10.5	             40	 1	   2.6681088307e-04	
             36	           16.5	           10.5	             40	 1	   6.6422851759e-05	
             40	           16.5	           10.5	             40	 1	   1.6040388477e-05	
             44	           16.5	           10.5	             40	 1	   3.7775105429e-06	
             48	           16.5	           10.5	             40	 1	   8.7104628585e-07	
             52	           16.5	           10.5	             40	 1	   1.9727883461e-07	
             56	           16.5	           10.5	             40	 1	   4.3994605144e-08	
             60	           16.5	           10.5	             40	 1	   9.6797670494e-09	
             64	           16.5	           10.5	             40	 1	   2.1046795034e-09	
             68	           16.5	           10.5	             40	 1	   4.5284576053e-10	
             72	           16.5	           10.5	             40	 1	   9.6527139208e-11	
             76	           16.5	           10.5	             40	 1	   2.0402132122e-11	
             80	           16.5	           10.5	             40	 1	   4.2783851628e-12	
             84	           16.5	           10.5	             40	 1	   8.8887312611e-13	
             88	           16.5	           10.5	             40	 1	   1.8088364168e-13	
             92	           16.5	           10.5	             40	 1	   3.4873687976e-14	
             96	           16.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           16.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           17.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           17.5	           10.5	             40	 1	   6.2274268604e-01	
              8	           17.5	           10.5	             40	 1	   3.2396243811e-01	
             12	           17.5	           10.5	             40	 1	   1.3610675798e-01	
             16	           17.5	           10.5	             40	 1	   4.8279419458e-02	
             20	           17.5	           10.5	             40	 1	   1.5192243570e-02	
             24	           17.5	           10.5	             40	 1	   4.3880109707e-03	
             28	           17.5	           10.5	             40	 1	   1.1895902296e-03	
             32	           17.5	           10.5	             40	 1	   3.0724784469e-04	
             36	           17.5	           10.5	             40	 1	   7.6386595175e-05	
             40	           17.5	           10.5	             40	 1	   1.8415367527e-05	
             44	           17.5	           10.5	             40	 1	   4.3284786779e-06	
             48	           17.5	           10.5	             40	 1	   9.9601507549e-07	
             52	           17.5	           10.5	             40	 1	   2.2508926000e-07	
             56	           17.5	           10.5	             40	 1	   5.0083544292e-08	
             60	           17.5	           10.5	             40	 1	   1.0994270670e-08	
             64	           17.5	           10.5	             40	 1	   2.3849956573e-09	
             68	           17.5	           10.5	             40	 1	   5.1198065379e-10	
             72	           17.5	           10.5	             40	 1	   1.0888351750e-10	
             76	           17.5	           10.5	             40	 1	   2.2962127230e-11	
             80	           17.5	           10.5	             40	 1	   4.8047811482e-12	
             84	           17.5	           10.5	             40	 1	   9.9614497866e-13	
             88	           17.5	           10.5	             40	 1	   2.0340614719e-13	
             92	           17.5	           10.5	             40	 1	   3.9222274285e-14	
             96	           17.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           17.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           18.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           18.5	           10.5	             40	 1	   6.4201666523e-01	
              8	           18.5	           10.5	             40	 1	   3.4094216165e-01	
             12	           18.5	           10.5	             40	 1	   1.4497733782e-01	
             16	           18.5	           10.5	             40	 1	   5.1841380405e-02	
             20	           18.5	           10.5	             40	 1	   1.6407241642e-02	
             24	           18.5	           10.5	             40	 1	   4.7587448274e-03	
             28	           18.5	           10.5	             40	 1	   1.2939347860e-03	
             32	           18.5	           10.5	             40	 1	   3.3487779172e-04	
             36	           18.5	           10.5	             40	 1	   8.3363177311e-05	
             40	           18.5	           10.5	             40	 1	   2.0111329667e-05	
             44	           18.5	           10.5	             40	 1	   4.7281985083e-06	
             48	           18.5	           10.5	             40	 1	   1.0878414672e-06	
             52	           18.5	           10.5	             40	 1	   2.4573508504e-07	
             56	           18.5	           10.5	             40	 1	   5.4641301974e-08	
             60	           18.5	           10.5	             40	 1	   1.1984752019e-08	
             64	           18.5	           10.5	             40	 1	   2.5973337587e-09	
             68	           18.5	           10.5	             40	 1	   5.5696330918e-10	
             72	           18.5	           10.5	             40	 1	   1.1831382183e-10	
             76	           18.5	           10.5	             40	 1	   2.4920892352e-11	
             80	           18.5	           10.5	             40	 1	   5.2083128592e-12	
             84	           18.5	           10.5	             40	 1	   1.0784918446e-12	
             88	           18.5	           10.5	             40	 1	   2.2029210397e-13	
             92	           18.5	           10.5	             40	 1	   4.2482255717e-14	
             96	           18.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           18.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           19.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           19.5	           10.5	             40	 1	   6.4890579079e-01	
              8	           19.5	           10.5	             40	 1	   3.4782953505e-01	
             12	           19.5	           10.5	             40	 1	   1.4892001346e-01	
             16	           19.5	           10.5	             40	 1	   5.3539611313e-02	
             20	           19.5	           10.5	             40	 1	   1.7019443780e-02	
             24	           19.5	           10.5	             40	 1	   4.9539726109e-03	
             28	           19.5	           10.5	             40	 1	   1.3508632137e-03	
             32	           19.5	           10.5	             40	 1	   3.5038815696e-04	
             36	           19.5	           10.5	             40	 1	   8.7370644437e-05	
             40	           19.5	           10.5	             40	 1	   2.1103766447e-05	
             44	           19.5	           10.5	             40	 1	   4.9656367153e-06	
             48	           19.5	           10.5	             40	 1	   1.1430515979e-06	
             52	           19.5	           10.5	             40	 1	   2.5827017907e-07	
             56	           19.5	           10.5	             40	 1	   5.7430446655e-08	
             60	           19.5	           10.5	             40	 1	   1.2594745223e-08	
             64	           19.5	           10.5	             40	 1	   2.7287729305e-09	
             68	           19.5	           10.5	             40	 1	   5.8492217803e-10	
             72	           19.5	           10.5	             40	 1	   1.2419434431e-10	
             76	           19.5	           10.5	             40	 1	   2.6145507689e-11	
             80	           19.5	           10.5	             40	 1	   5.4610967371e-12	
             84	           19.5	           10.5	             40	 1	   1.1301562833e-12	
             88	           19.5	           10.5	             40	 1	   2.3079015515e-13	
             92	           19.5	           10.5	             40	 1	   4.4501745363e-14	
             96	           19.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           19.5	           10.5	             40	 1	   0.0000000000e+00	
              0	           20.5	           10.5	             40	 1	   1.0000000000e+00	
              4	           20.5	           10.5	             40	 1	   6.5056720778e-01	
              8	           20.5	           10.5	             40	 1	   3.4962103609e-01	
             12	           20.5	           10.5	             40	 1	   1.5000489143e-01	
             16	           20.5	           10.5	             40	 1	   5.4027702152e-02	
             20	           20.5	           10.5	             40	 1	   1.7201549009e-02	
             24	           20.5	           10.5	             40	 1	   5.0136562736e-03	
             28	           20.5	           10.5	             40	 1	   1.3686524574e-03	
             32	           20.5	           10.5	             40	 1	   3.5532089380e-04	
             36	           20.5	           10.5	             40	 1	   8.8663284909e-05	
             40	           20.5	           10.5	             40	 1	   2.1427550554e-05	
             44	           20.5	           10.5	             40	 1	   5.0438153085e-06	
             48	           20.5	           10.5	             40	 1	   1.1613649741e-06	
             52	           20.5	           10.5	             40	 1	   2.6245298779e-07	
             56	           20.5	           10.5	             40	 1	   5.8365637322e-08	
             60	           20.5	           10.5	             40	 1	   1.2800068172e-08	
             64	           20.5	           10.5	             40	 1	   2.7731534137e-09	
             68	           20.5	           10.5	             40	 1	   5.9438617099e-10	
             72	           20.5	           10.5	             40	 1	   1.2618889172e-10	
             76	           20.5	           10.5	             40	 1	   2.6561535569e-11	
             80	           20.5	           10.5	             40	 1	   5.5470806624e-12	
             84	           20.5	           10.5	             40	 1	   1.1477462430e-12	
             88	           20.5	           10.5	             40	 1	   2.3435525813e-13	
             92	           20.5	           10.5	             40	 1	   4.5186052117e-14	
             96	           20.5	           10.5	             40	 1	   0.0000000000e+00	
            100	           20.5	           10.5	             40	 1	   0.0000000000e+00	
              0	              0	           11.5	             40	 1	   0.0000000000e+00	
              4	              0	           11.5	             40	 1	   1.6171873179e-08	
              8	              0	           11.5	             40	 1	   4.2926866948e-08	
             12	              0	           11.5	             40	 1	   5.6447006254e-08	
             16	              0	           11.5	             40	 1	   5.0943308210e-08	
             20	              0	           11.5	             40	 1	   3.5872649324e-08	
             24	              0	           11.5	             40	 1	   2.1092414614e-08	
             28	              0	           11.5	             40	 1	   1.0795155635e-08	
             32	              0	           11.5	             40	 1	   4.9451180817e-09	
             36	              0	           11.5	             40	 1	   2.0682189453e-09	
             40	              0	           11.5	             40	 1	   8.0151332374e-10	
             44	              0	           11.5	             40	 1	   2.9111315828e-10	
             48	              0	           11.5	             40	 1	   9.9988562395e-11	
             52	              0	           11.5	             40	 1	   3.2711991440e-11	
             56	              0	           11.5	             40	 1	   1.0253510172e-11	
             60	              0	           11.5	             40	 1	   3.0936430077e-12	
             64	              0	           11.5	             40	 1	   9.0054081361e-13	
             68	              0	           11.5	             40	 1	   2.5279582533e-13	
             72	              0	           11.5	             40	 1	   6.4948889824e-14	
             76	              0	           11.5	             40	 1	   1.5475962322e-14	
             80	              0	           11.5	             40	 1	   0.0000000000e+00	
             84	              0	           11.5	             40	 1	   0.0000000000e+00	
             88	              0	           11.5	             40	 1	   0.0000000000e+00	
             92	              0	           11.5	             40	 1	   0.0000000000e+00	
             96	              0	           11.5	             40	 1	   0.0000000000e+00	
            100	              0	           11.5	             40	 1	   0.0000000000e+00	
              0	            0.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            0.5	           11.5	             40	 1	   2.0509560557e-08	
              8	            0.5	           11.5	             40	 1	   5.3241384878e-08	
             12	            0.5	           11.5	             40	 1	   6.8783320096e-08	
             16	            0.5	           11.5	             40	 1	   6.1139355315e-08	
             20	            0.5	           11.5	             40	 1	   4.2476581286e-08	
             24	            0.5	           11.5	             40	 1	   2.4675774351e-08	
             28	            0.5	           11.5	             40	 1	   1.2492232747e-08	
             32	            0.5	           11.5	             40	 1	   5.6662102404e-09	
             36	            0.5	           11.5	             40	 1	   2.3485548370e-09	
             40	            0.5	           11.5	             40	 1	   9.0269889905e-10	
             44	            0.5	           11.5	             40	 1	   3.2540482206e-10	
             48	            0.5	           11.5	             40	 1	   1.1099756123e-10	
             52	            0.5	           11.5	             40	 1	   3.6084526154e-11	
             56	            0.5	           11.5	             40	 1	   1.1244751403e-11	
             60	            0.5	           11.5	             40	 1	   3.3746779778e-12	
             64	            0.5	           11.5	             40	 1	   9.7775406000e-13	
             68	            0.5	           11.5	             40	 1	   2.7338002730e-13	
             72	            0.5	           11.5	             40	 1	   7.0360878212e-14	
             76	            0.5	           11.5	             40	 1	   1.6731015243e-14	
             80	            0.5	           11.5	             40	 1	   0.0000000000e+00	
             84	            0.5	           11.5	             40	 1	   0.0000000000e+00	
             88	            0.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            0.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            0.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            0.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            1.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            1.5	           11.5	             40	 1	   6.1921334181e-08	
              8	            1.5	           11.5	             40	 1	   1.4994398394e-07	
             12	            1.5	           11.5	             40	 1	   1.8276307141e-07	
             16	            1.5	           11.5	             40	 1	   1.5416598204e-07	
             20	            1.5	           11.5	             40	 1	   1.0206440166e-07	
             24	            1.5	           11.5	             40	 1	   5.6690241405e-08	
             28	            1.5	           11.5	             40	 1	   2.7520120198e-08	
             32	            1.5	           11.5	             40	 1	   1.2000611515e-08	
             36	            1.5	           11.5	             40	 1	   4.7933656203e-09	
             40	            1.5	           11.5	             40	 1	   1.7793464010e-09	
             44	            1.5	           11.5	             40	 1	   6.2072725488e-10	
             48	            1.5	           11.5	             40	 1	   2.0529192025e-10	
             52	            1.5	           11.5	             40	 1	   6.4823455399e-11	
             56	            1.5	           11.5	             40	 1	   1.9654676068e-11	
             60	            1.5	           11.5	             40	 1	   5.7489032383e-12	
             64	            1.5	           11.5	             40	 1	   1.6268617871e-12	
             68	            1.5	           11.5	             40	 1	   4.4601186192e-13	
             72	            1.5	           11.5	             40	 1	   1.1648832195e-13	
             76	            1.5	           11.5	             40	 1	   2.7327329559e-14	
             80	            1.5	           11.5	             40	 1	   0.0000000000e+00	
             84	            1.5	           11.5	             40	 1	   0.0000000000e+00	
             88	            1.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            1.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            1.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            1.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            2.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            2.5	           11.5	             40	 1	   2.3174501411e-07	
              8	            2.5	           11.5	             40	 1	   5.2390660917e-07	
             12	            2.5	           11.5	             40	 1	   6.0238750723e-07	
             16	            2.5	           11.5	             40	 1	   4.8198903055e-07	
             20	            2.5	           11.5	             40	 1	   3.0387473527e-07	
             24	            2.5	           11.5	             40	 1	   1.6124366008e-07	
             28	            2.5	           11.5	             40	 1	   7.4983364786e-08	
             32	            2.5	           11.5	             40	 1	   3.1398550523e-08	
             36	            2.5	           11.5	             40	 1	   1.2069469924e-08	
             40	            2.5	           11.5	             40	 1	   4.3203466230e-09	
             44	            2.5	           11.5	             40	 1	   1.4560324184e-09	
             48	            2.5	           11.5	             40	 1	   4.6601430710e-10	
             52	            2.5	           11.5	             40	 1	   1.4263142912e-10	
             56	            2.5	           11.5	             40	 1	   4.1982635067e-11	
             60	            2.5	           11.5	             40	 1	   1.1938933217e-11	
             64	            2.5	           11.5	             40	 1	   3.2917565505e-12	
             68	            2.5	           11.5	             40	 1	   8.8146543407e-13	
             72	            2.5	           11.5	             40	 1	   2.2692364143e-13	
             76	            2.5	           11.5	             40	 1	   5.4790442202e-14	
             80	            2.5	           11.5	             40	 1	   1.2259902253e-14	
             84	            2.5	           11.5	             40	 1	   0.0000000000e+00	
             88	            2.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            2.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            2.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            2.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            3.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            3.5	           11.5	             40	 1	   8.6892165365e-07	
              8	            3.5	           11.5	             40	 1	   1.8354399717e-06	
             12	            3.5	           11.5	             40	 1	   1.9917205078e-06	
             16	            3.5	           11.5	             40	 1	   1.5125968281e-06	
             20	            3.5	           11.5	             40	 1	   9.0893524897e-07	
             24	            3.5	           11.5	             40	 1	   4.6128006994e-07	
             28	            3.5	           11.5	             40	 1	   2.0576709719e-07	
             32	            3.5	           11.5	             40	 1	   8.2867940537e-08	
             36	            3.5	           11.5	             40	 1	   3.0708063206e-08	
             40	            3.5	           11.5	             40	 1	   1.0619311806e-08	
             44	            3.5	           11.5	             40	 1	   3.4642440994e-09	
             48	            3.5	           11.5	             40	 1	   1.0751583212e-09	
             52	            3.5	           11.5	             40	 1	   3.1962457922e-10	
             56	            3.5	           11.5	             40	 1	   9.1519443705e-11	
             60	            3.5	           11.5	             40	 1	   2.5354960701e-11	
             64	            3.5	           11.5	             40	 1	   6.8212171370e-12	
             68	            3.5	           11.5	             40	 1	   1.7861453676e-12	
             72	            3.5	           11.5	             40	 1	   4.5513515406e-13	
             76	            3.5	           11.5	             40	 1	   1.1141385762e-13	
             80	            3.5	           11.5	             40	 1	   2.4566458601e-14	
             84	            3.5	           11.5	             40	 1	   0.0000000000e+00	
             88	            3.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            3.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            3.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            3.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            4.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            4.5	           11.5	             40	 1	   3.2058508916e-06	
              8	            4.5	           11.5	             40	 1	   6.3157507980e-06	
             12	            4.5	           11.5	             40	 1	   6.4560836589e-06	
             16	            4.5	           11.5	             40	 1	   4.6463742667e-06	
             20	            4.5	           11.5	             40	 1	   2.6578984743e-06	
             24	            4.5	           11.5	             40	 1	   1.2888921577e-06	
             28	            4.5	           11.5	             40	 1	   5.5117520381e-07	
             32	            4.5	           11.5	             40	 1	   2.1341137919e-07	
             36	            4.5	           11.5	             40	 1	   7.6230521079e-08	
             40	            4.5	           11.5	             40	 1	   2.5470686163e-08	
             44	            4.5	           11.5	             40	 1	   8.0454804349e-09	
             48	            4.5	           11.5	             40	 1	   2.4225211676e-09	
             52	            4.5	           11.5	             40	 1	   6.9995364338e-10	
             56	            4.5	           11.5	             40	 1	   1.9511857291e-10	
             60	            4.5	           11.5	             40	 1	   5.2708311674e-11	
             64	            4.5	           11.5	             40	 1	   1.3847868145e-11	
             68	            4.5	           11.5	             40	 1	   3.5482294326e-12	
             72	            4.5	           11.5	             40	 1	   8.8744311289e-13	
             76	            4.5	           11.5	             40	 1	   2.1437908013e-13	
             80	            4.5	           11.5	             40	 1	   4.8772690307e-14	
             84	            4.5	           11.5	             40	 1	   1.0294336485e-14	
             88	            4.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            4.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            4.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            4.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            5.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            5.5	           11.5	             40	 1	   1.1600508595e-05	
              8	            5.5	           11.5	             40	 1	   2.1260146210e-05	
             12	            5.5	           11.5	             40	 1	   2.0422005382e-05	
             16	            5.5	           11.5	             40	 1	   1.3898928780e-05	
             20	            5.5	           11.5	             40	 1	   7.5556001804e-06	
             24	            5.5	           11.5	             40	 1	   3.4961629548e-06	
             28	            5.5	           11.5	             40	 1	   1.4317204998e-06	
             32	            5.5	           11.5	             40	 1	   5.3254157121e-07	
             36	            5.5	           11.5	             40	 1	   1.8325887188e-07	
             40	            5.5	           11.5	             40	 1	   5.9141359704e-08	
             44	            5.5	           11.5	             40	 1	   1.8085472517e-08	
             48	            5.5	           11.5	             40	 1	   5.2831877902e-09	
             52	            5.5	           11.5	             40	 1	   1.4838606745e-09	
             56	            5.5	           11.5	             40	 1	   4.0280299047e-10	
             60	            5.5	           11.5	             40	 1	   1.0613502890e-10	
             64	            5.5	           11.5	             40	 1	   2.7241373960e-11	
             68	            5.5	           11.5	             40	 1	   6.8299394218e-12	
             72	            5.5	           11.5	             40	 1	   1.6753717103e-12	
             76	            5.5	           11.5	             40	 1	   4.0154229783e-13	
             80	            5.5	           11.5	             40	 1	   9.2485878386e-14	
             84	            5.5	           11.5	             40	 1	   1.9250550468e-14	
             88	            5.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            5.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            5.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            5.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            6.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            6.5	           11.5	             40	 1	   4.1054980781e-05	
              8	            6.5	           11.5	             40	 1	   6.9778953402e-05	
             12	            6.5	           11.5	             40	 1	   6.2810904121e-05	
             16	            6.5	           11.5	             40	 1	   4.0332166770e-05	
             20	            6.5	           11.5	             40	 1	   2.0796680370e-05	
             24	            6.5	           11.5	             40	 1	   9.1690867049e-06	
             28	            6.5	           11.5	             40	 1	   3.5917133744e-06	
             32	            6.5	           11.5	             40	 1	   1.2823592433e-06	
             36	            6.5	           11.5	             40	 1	   4.2489164062e-07	
             40	            6.5	           11.5	             40	 1	   1.3239490451e-07	
             44	            6.5	           11.5	             40	 1	   3.9189566474e-08	
             48	            6.5	           11.5	             40	 1	   1.1106825702e-08	
             52	            6.5	           11.5	             40	 1	   3.0327975097e-09	
             56	            6.5	           11.5	             40	 1	   8.0190602169e-10	
             60	            6.5	           11.5	             40	 1	   2.0616985698e-10	
             64	            6.5	           11.5	             40	 1	   5.1716687936e-11	
             68	            6.5	           11.5	             40	 1	   1.2692407845e-11	
             72	            6.5	           11.5	             40	 1	   3.0538071839e-12	
             76	            6.5	           11.5	             40	 1	   7.1997093755e-13	
             80	            6.5	           11.5	             40	 1	   1.6371894655e-13	
             84	            6.5	           11.5	             40	 1	   3.5075019310e-14	
             88	            6.5	           11.5	             40	 1	   0.0000000000e+00	
             92	            6.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            6.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            6.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            7.5	           11.5	             40	 1	   0.0000000000e+00	
              4	            7.5	           11.5	             40	 1	   1.4161984838e-04	
              8	            7.5	           11.5	             40	 1	   2.2241509333e-04	
             12	            7.5	           11.5	             40	 1	   1.8702753312e-04	
             16	            7.5	           11.5	             40	 1	   1.1302708221e-04	
             20	            7.5	           11.5	             40	 1	   5.5176073750e-05	
             24	            7.5	           11.5	             40	 1	   2.3145759012e-05	
             28	            7.5	           11.5	             40	 1	   8.6638489455e-06	
             32	            7.5	           11.5	             40	 1	   2.9671117460e-06	
             36	            7.5	           11.5	             40	 1	   9.4620408228e-07	
             40	            7.5	           11.5	             40	 1	   2.8462469765e-07	
             44	            7.5	           11.5	             40	 1	   8.1553982204e-08	
             48	            7.5	           11.5	             40	 1	   2.2428502565e-08	
             52	            7.5	           11.5	             40	 1	   5.9559280797e-09	
             56	            7.5	           11.5	             40	 1	   1.5345982078e-09	
             60	            7.5	           11.5	             40	 1	   3.8516907340e-10	
             64	            7.5	           11.5	             40	 1	   9.4478513316e-11	
             68	            7.5	           11.5	             40	 1	   2.2709308718e-11	
             72	            7.5	           11.5	             40	 1	   5.3597879419e-12	
             76	            7.5	           11.5	             40	 1	   1.2430514783e-12	
             80	            7.5	           11.5	             40	 1	   2.8197630048e-13	
             84	            7.5	           11.5	             40	 1	   6.0146181274e-14	
             88	            7.5	           11.5	             40	 1	   1.1909070811e-14	
             92	            7.5	           11.5	             40	 1	   0.0000000000e+00	
             96	            7.5	           11.5	             40	 1	   0.0000000000e+00	
            100	            7.5	           11.5	             40	 1	   0.0000000000e+00	
              0	            8.5	           11.5	             40	 1	   0.0000000000e+00	
