         X         Y         Z         A         B         C         D
  91.83670   0.00000  13.80000   0.00000   0.00000   0.00008   0.00046
  93.87760   0.00000  13.80000   0.00000   0.00000   0.00007   0.00039
  95.91840   0.00000  13.80000   0.00000   0.00000   0.00006   0.00033
  97.95920   0.00000  13.80000   0.00000   0.00000   0.00005   0.00027
 100.00000   0.00000  13.80000   0.00000   0.00000   0.00004   0.00022
   1.02041   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   3.06122   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   5.10204   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   7.14286   0.00000  13.80000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
   2.04082   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
   4.08163   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
   6.12245   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
   8.16327   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
  10.20410   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
  12.24490   0.00000  13.60000   0.00000   0.00000   0.00000   0.00000
  14.28570   0.00000  13.60000   0.00000   0.00000   0.00000   0.00001
