              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
          78000	          18000	            100	         100000	 1	   8.3090414715e+00	   3.3110052906e+00	   1.4383585224e+00	   1.9194004541e+02	   4.7402019397e+00	   4.9633709102e+02	   2.2566954910e+01	   2.6321351019e+01	
          84000	          18000	            100	         100000	 1	   8.3036450307e+00	   3.3500257218e+00	   1.4558094655e+00	   1.9175915737e+02	   4.7401810613e+00	   4.9620040413e+02	   2.2566954466e+01	   2.5720817384e+01	
          90000	          18000	            100	         100000	 1	   8.3091878785e+00	   3.3099500640e+00	   1.4378865709e+00	   1.9194554440e+02	   4.7401596486e+00	   4.9634162958e+02	   2.2566954844e+01	   2.6331003867e+01	
              0	          24000	            100	         100000	 1	   5.8744226554e+00	   2.1980907558e+03	   8.0531775935e+02	   2.3649810921e+04	   4.0549106329e+04	   2.0087668150e+03	   9.6788673646e+01	   4.3865326747e-01	
           6000	          24000	            100	         100000	 1	   6.4060616254e+00	   3.9284885757e+02	   1.6177394922e+02	   6.9839894635e+03	   1.0364852731e+04	   1.5671743993e+03	   4.1530685215e+01	   1.6544393849e-01	
          12000	          24000	            100	         100000	 1	   7.1334858080e+00	   5.1964132003e+01	   2.2512147593e+01	   1.8950318076e+03	   2.2533532276e+03	   9.4324330571e+02	   2.6683044223e+01	   4.4450456612e-01	
          18000	          24000	            100	         100000	 1	   7.9963699309e+00	   6.6452638315e+00	   2.9051269730e+00	   5.4824720710e+02	   4.1679506308e+02	   6.2236630290e+02	   2.3321297701e+01	   8.1587358254e+00	
          24000	          24000	            100	         100000	 1	   8.4409843306e+00	   2.4915571411e+00	   1.0700757679e+00	   2.6200368255e+02	   7.1498829246e+01	   5.2952595726e+02	   2.2689184096e+01	   4.7475497866e+01	
          30000	          24000	            100	         100000	 1	   8.4010899778e+00	   2.7141933858e+00	   1.1711271439e+00	   2.0515600662e+02	   1.4478776173e+01	   5.0388853603e+02	   2.2584790352e+01	   3.9275153909e+01	
          36000	          24000	            100	         100000	 1	   8.4365585462e+00	   2.5196995915e+00	   1.0844204431e+00	   1.9778566537e+02	   6.2513266575e+00	   5.0069390631e+02	   2.2569729834e+01	   4.5444929591e+01	
          42000	          24000	            100	         100000	 1	   8.4499553924e+00	   2.4504404284e+00	   1.0534927320e+00	   1.9667890689e+02	   4.8846904863e+00	   5.0022138155e+02	   2.2567228591e+01	   4.8042454477e+01	
          48000	          24000	            100	         100000	 1	   8.4281277837e+00	   2.5658005930e+00	   1.1050879758e+00	   1.9582008398e+02	   4.7531650398e+00	   4.9950090663e+02	   2.2566986546e+01	   4.3760642800e+01	
          54000	          24000	            100	         100000	 1	   8.3643705281e+00	   2.9385439203e+00	   1.2717853069e+00	   1.9376185623e+02	   4.7416156784e+00	   4.9776698279e+02	   2.2566961411e+01	   3.3336750599e+01	
          60000	          24000	            100	         100000	 1	   8.3374264139e+00	   3.1138099651e+00	   1.3501679984e+00	   1.9288195664e+02	   4.7408211317e+00	   4.9706423816e+02	   2.2566958107e+01	   2.9718475720e+01	
          66000	          24000	            100	         100000	 1	   8.3318738914e+00	   3.1513469546e+00	   1.3669554331e+00	   1.9269827423e+02	   4.7405378996e+00	   4.9692014942e+02	   2.2566957195e+01	   2.9021141996e+01	
          72000	          24000	            100	         100000	 1	   8.3310925820e+00	   3.1566706512e+00	   1.3693363431e+00	   1.9267178502e+02	   4.7402606718e+00	   4.9689933711e+02	   2.2566956631e+01	   2.8918718508e+01	
          78000	          24000	            100	         100000	 1	   8.3164726179e+00	   3.2580887369e+00	   1.4146929309e+00	   1.9218758274e+02	   4.7401840917e+00	   4.9652545344e+02	   2.2566955429e+01	   2.7167405352e+01	
          84000	          24000	            100	         100000	 1	   8.3102152381e+00	   3.3025877173e+00	   1.4345939998e+00	   1.9197862380e+02	   4.7401594585e+00	   4.9636603033e+02	   2.2566954920e+01	   2.6449675328e+01	
          90000	          24000	            100	         100000	 1	   8.3070734304e+00	   3.3251818918e+00	   1.4446986978e+00	   1.9187335508e+02	   4.7401532625e+00	   4.9628617824e+02	   2.2566954673e+01	   2.6096493012e+01	
              0	          30000	            100	         100000	 1	   5.8237548244e+00	   2.5419595959e+03	   9.1572888792e+02	   2.6499251187e+04	   4.5817216983e+04	   2.0462795560e+03	   1.0643326338e+02	   5.1805805906e-01	
           6000	          30000	            100	         100000	 1	   6.3440335207e+00	   4.5827314844e+02	   1.8740761928e+02	   7.8603560121e+03	   1.1754883162e+04	   1.6948947499e+03	   4.4074982542e+01	   1.6759784966e-01	
          12000	          30000	            100	         100000	 1	   7.0820872348e+00	   5.6189647190e+01	   2.4298011102e+01	   2.0605398970e+03	   2.4230985158e+03	   1.0272998260e+03	   2.6993677077e+01	   3.8864149843e-01	
          18000	          30000	            100	         100000	 1	   7.9541737304e+00	   7.0806002968e+00	   3.0953865969e+00	   5.9092306816e+02	   4.4389075280e+02	   6.5673967577e+02	   2.3370892809e+01	   6.9453889551e+00	
          24000	          30000	            100	         100000	 1	   8.4354788783e+00	   2.4979264047e+00	   1.0728015961e+00	   2.6531783771e+02	   6.9108201988e+01	   5.3599822669e+02	   2.2684806827e+01	   4.6424529201e+01	
          30000	          30000	            100	         100000	 1	   8.3864001272e+00	   2.7987063750e+00	   1.2089928767e+00	   2.0211411187e+02	   1.1479472097e+01	   5.0266394635e+02	   2.2579298337e+01	   3.6854663650e+01	
          36000	          30000	            100	         100000	 1	   8.4297147442e+00	   2.5562380517e+00	   1.1007737480e+00	   1.9710369417e+02	   5.7618454172e+00	   5.0030815643e+02	   2.2568833303e+01	   4.4128612333e+01	
          42000	          30000	            100	         100000	 1	   8.4494675779e+00	   2.4529055098e+00	   1.0545953658e+00	   1.9665345322e+02	   4.8629694209e+00	   5.0021287094e+02	   2.2567188797e+01	   4.7945738839e+01	
          48000	          30000	            100	         100000	 1	   8.4182893569e+00	   2.6197144843e+00	   1.1291992023e+00	   1.9549972171e+02	   4.7469414238e+00	   4.9922398831e+02	   2.2566974569e+01	   4.1965397334e+01	
          54000	          30000	            100	         100000	 1	   8.3504975348e+00	   3.0273706358e+00	   1.3115103092e+00	   1.9331341732e+02	   4.7416714177e+00	   4.9740711824e+02	   2.2566960574e+01	   3.1427633476e+01	
          60000	          30000	            100	         100000	 1	   8.3413380275e+00	   3.0876561066e+00	   1.3384713366e+00	   1.9301213225e+02	   4.7409877435e+00	   4.9716756910e+02	   2.2566958687e+01	   3.0220567701e+01	
          66000	          30000	            100	         100000	 1	   8.3505716605e+00	   3.0269024690e+00	   1.3113010969e+00	   1.9331176049e+02	   4.7404475056e+00	   4.9740473883e+02	   2.2566958338e+01	   3.1426040354e+01	
          72000	          30000	            100	         100000	 1	   8.3516633459e+00	   3.0198179913e+00	   1.3081328749e+00	   1.9334478099e+02	   4.7402187447e+00	   4.9742999339e+02	   2.2566957994e+01	   3.1566327034e+01	
          78000	          30000	            100	         100000	 1	   8.3221878113e+00	   3.2180220321e+00	   1.3967741268e+00	   1.9237736925e+02	   4.7401602787e+00	   4.9667121286e+02	   2.2566955805e+01	   2.7834708557e+01	
          84000	          30000	            100	         100000	 1	   8.3136970563e+00	   3.2777454597e+00	   1.4234839136e+00	   1.9209493475e+02	   4.7401542889e+00	   4.9645459135e+02	   2.2566955170e+01	   2.6844187195e+01	
          90000	          30000	            100	         100000	 1	   8.3103064662e+00	   3.3019343961e+00	   1.4343018200e+00	   1.9198162943e+02	   4.7401522333e+00	   4.9636829493e+02	   2.2566954914e+01	   2.6458256377e+01	
