              x	              y	              z	           time	in	          pH	          Ca	          Mg	          Na	          Cl	        C(4)	         SO4	          As	
          30000	          36000	            200	         100000	 1	     8.34585	  3.0724e+00	  1.3287e+00	  1.9844e+02	  1.0206e+01	  4.9756e+02	  2.2577e+01	  1.6242e+01	
          36000	          36000	            200	         100000	 1	      8.3722	  2.9076e+00	  1.2554e+00	  1.9420e+02	  5.8784e+00	  4.9523e+02	  2.2569e+01	  1.8124e+01	
          42000	          36000	            200	         100000	 1	     8.38484	  2.8313e+00	  1.2213e+00	  1.9335e+02	  4.8633e+00	  4.9478e+02	  2.2567e+01	  1.9113e+01	
          48000	          36000	            200	         100000	 1	     8.35407	  3.0246e+00	  1.3076e+00	  1.9217e+02	  4.7459e+00	  4.9384e+02	  2.2567e+01	  1.6751e+01	
          54000	          36000	            200	         100000	 1	     8.30815	  3.3402e+00	  1.4484e+00	  1.9064e+02	  4.7413e+00	  4.9264e+02	  2.2567e+01	  1.3760e+01	
          60000	          36000	            200	         100000	 1	      8.2993	  3.4051e+00	  1.4774e+00	  1.9033e+02	  4.7406e+00	  4.9241e+02	  2.2567e+01	  1.3248e+01	
          66000	          36000	            200	         100000	 1	      8.2924	  3.4566e+00	  1.5004e+00	  1.9010e+02	  4.7403e+00	  4.9223e+02	  2.2567e+01	  1.2862e+01	
          72000	          36000	            200	         100000	 1	     8.28836	  3.4873e+00	  1.5141e+00	  1.8996e+02	  4.7402e+00	  4.9212e+02	  2.2567e+01	  1.2640e+01	
          78000	          36000	            200	         100000	 1	     8.28651	  3.5013e+00	  1.5204e+00	  1.8989e+02	  4.7402e+00	  4.9207e+02	  2.2567e+01	  1.2540e+01	
          84000	          36000	            200	         100000	 1	      8.2843	  3.5182e+00	  1.5279e+00	  1.8981e+02	  4.7401e+00	  4.9202e+02	  2.2567e+01	  1.2422e+01	
          90000	          36000	            200	         100000	 1	     8.28311	  3.5274e+00	  1.5320e+00	  1.8977e+02	  4.7401e+00	  4.9198e+02	  2.2567e+01	  1.2358e+01	
              0	          42000	            200	         100000	 1	      5.6305	  4.1265e+03	  1.3637e+03	  3.7817e+04	  6.7155e+04	  2.1953e+03	  1.4550e+02	  6.3324e-01	
           6000	          42000	            200	         100000	 1	     6.05692	  1.0234e+03	  3.9722e+02	  1.3596e+04	  2.1560e+04	  2.2336e+03	  6.2022e+01	  1.3845e-01	
          12000	          42000	            200	         100000	 1	      6.6483	  1.5396e+02	  6.5027e+01	  4.0080e+03	  5.0649e+03	  1.5814e+03	  3.1828e+01	  9.4405e-02	
          18000	          42000	            200	         100000	 1	     7.40013	  2.1695e+01	  9.4420e+00	  1.2766e+03	  1.1319e+03	  1.0090e+03	  2.4630e+01	  5.0966e-01	
          24000	          42000	            200	         100000	 1	     8.24244	  3.4665e+00	  1.4960e+00	  4.4330e+02	  2.0165e+02	  6.5825e+02	  2.2927e+01	  1.1445e+01	
          30000	          42000	            200	         100000	 1	     8.36835	  2.9261e+00	  1.2635e+00	  1.9755e+02	  8.2519e+00	  4.9768e+02	  2.2573e+01	  1.7867e+01	
          36000	          42000	            200	         100000	 1	     8.38175	  2.8484e+00	  1.2289e+00	  1.9438e+02	  5.6671e+00	  4.9551e+02	  2.2568e+01	  1.8879e+01	
          42000	          42000	            200	         100000	 1	       8.393	  2.7824e+00	  1.1995e+00	  1.9361e+02	  4.8513e+00	  4.9500e+02	  2.2567e+01	  1.9793e+01	
          48000	          42000	            200	         100000	 1	     8.35596	  3.0123e+00	  1.3021e+00	  1.9224e+02	  4.7478e+00	  4.9389e+02	  2.2567e+01	  1.6888e+01	
          54000	          42000	            200	         100000	 1	     8.30631	  3.3535e+00	  1.4544e+00	  1.9058e+02	  4.7415e+00	  4.9259e+02	  2.2567e+01	  1.3653e+01	
          60000	          42000	            200	         100000	 1	     8.29865	  3.4099e+00	  1.4796e+00	  1.9031e+02	  4.7406e+00	  4.9239e+02	  2.2567e+01	  1.3211e+01	
          66000	          42000	            200	         100000	 1	     8.29284	  3.4533e+00	  1.4989e+00	  1.9011e+02	  4.7403e+00	  4.9224e+02	  2.2567e+01	  1.2886e+01	
          72000	          42000	            200	         100000	 1	     8.28844	  3.4866e+00	  1.5138e+00	  1.8996e+02	  4.7402e+00	  4.9212e+02	  2.2567e+01	  1.2645e+01	
          78000	          42000	            200	         100000	 1	     8.28507	  3.5123e+00	  1.5253e+00	  1.8984e+02	  4.7402e+00	  4.9204e+02	  2.2567e+01	  1.2464e+01	
          84000	          42000	            200	         100000	 1	     8.28229	  3.5337e+00	  1.5348e+00	  1.8974e+02	  4.7401e+00	  4.9196e+02	  2.2567e+01	  1.2316e+01	
          90000	          42000	            200	         100000	 1	     8.28075	  3.5456e+00	  1.5401e+00	  1.8969e+02	  4.7401e+00	  4.9192e+02	  2.2567e+01	  1.2235e+01	
              0	          48000	            200	         100000	 1	     5.60522	  4.4012e+03	  1.4371e+03	  3.9842e+04	  7.0968e+04	  2.1951e+03	  1.5248e+02	  7.0087e-01	
           6000	          48000	            200	         100000	 1	     6.01363	  1.1528e+03	  4.4324e+02	  1.4869e+04	  2.3768e+04	  2.3298e+03	  6.6065e+01	  1.5209e-01	
          12000	          48000	            200	         100000	 1	     6.58007	  1.8183e+02	  7.6411e+01	  4.5178e+03	  5.7823e+03	  1.7100e+03	  3.3141e+01	  8.8892e-02	
          18000	          48000	            200	         100000	 1	     7.29453	  2.6867e+01	  1.1667e+01	  1.4847e+03	  1.3447e+03	  1.1150e+03	  2.5019e+01	  3.6725e-01	
          24000	          48000	            200	         100000	 1	     8.15644	  4.0398e+00	  1.7478e+00	  5.1147e+02	  2.5031e+02	  7.0821e+02	  2.3016e+01	  8.1602e+00	
          30000	          48000	            200	         100000	 1	     8.62108	  1.7230e+00	  7.2652e-01	  2.1388e+02	  1.2661e+01	  5.1236e+02	  2.2581e+01	  5.2633e+01	
          36000	          48000	            200	         100000	 1	     8.49507	  2.2421e+00	  9.5835e-01	  1.9889e+02	  6.1589e+00	  4.9945e+02	  2.2569e+01	  3.0651e+01	
          42000	          48000	            200	         100000	 1	     8.47579	  2.3364e+00	  1.0005e+00	  1.9637e+02	  4.9237e+00	  4.9743e+02	  2.2567e+01	  2.8192e+01	
          48000	          48000	            200	         100000	 1	     8.43003	  2.5724e+00	  1.1058e+00	  1.9464e+02	  4.7595e+00	  4.9590e+02	  2.2567e+01	  2.3178e+01	
          54000	          48000	            200	         100000	 1	     8.37684	  2.8804e+00	  1.2433e+00	  1.9290e+02	  4.7425e+00	  4.9442e+02	  2.2567e+01	  1.8458e+01	
          60000	          48000	            200	         100000	 1	      8.3684	  2.9330e+00	  1.2667e+00	  1.9262e+02	  4.7407e+00	  4.9419e+02	  2.2567e+01	  1.7802e+01	
          66000	          48000	            200	         100000	 1	     8.36348	  2.9641e+00	  1.2806e+00	  1.9246e+02	  4.7403e+00	  4.9406e+02	  2.2567e+01	  1.7429e+01	
          72000	          48000	            200	         100000	 1	      8.3584	  2.9966e+00	  1.2951e+00	  1.9229e+02	  4.7402e+00	  4.9392e+02	  2.2567e+01	  1.7054e+01	
          78000	          48000	            200	         100000	 1	      8.3525	  3.0349e+00	  1.3122e+00	  1.9210e+02	  4.7402e+00	  4.9377e+02	  2.2567e+01	  1.6628e+01	
