              x	              y	              z	           time	in	        Cl(mol/kgw)	
              7	              5	              8	             10	 1	   8.8195769718e-01	
              8	              5	              8	             10	 1	   8.7084615812e-01	
              9	              5	              8	             10	 1	   8.6354665332e-01	
             10	              5	              8	             10	 1	   8.6096779183e-01	
              0	              6	              8	             10	 1	   1.0000000000e+00	
              1	              6	              8	             10	 1	   9.8508545525e-01	
              2	              6	              8	             10	 1	   9.6845303239e-01	
              3	              6	              8	             10	 1	   9.5044311631e-01	
              4	              6	              8	             10	 1	   9.3160537359e-01	
              5	              6	              8	             10	 1	   9.1271012355e-01	
              6	              6	              8	             10	 1	   8.9705009167e-01	
              7	              6	              8	             10	 1	   8.8336421911e-01	
              8	              6	              8	             10	 1	   8.7253112995e-01	
              9	              6	              8	             10	 1	   8.6544442520e-01	
             10	              6	              8	             10	 1	   8.6294857939e-01	
              0	              7	              8	             10	 1	   1.0000000000e+00	
              1	              7	              8	             10	 1	   9.8505620469e-01	
              2	              7	              8	             10	 1	   9.6846413942e-01	
              3	              7	              8	             10	 1	   9.5058387609e-01	
              4	              7	              8	             10	 1	   9.3196552635e-01	
              5	              7	              8	             10	 1	   9.1335776071e-01	
              6	              7	              8	             10	 1	   8.9793013001e-01	
              7	              7	              8	             10	 1	   8.8447114900e-01	
              8	              7	              8	             10	 1	   8.7384113169e-01	
              9	              7	              8	             10	 1	   8.6690173906e-01	
             10	              7	              8	             10	 1	   8.6446109135e-01	
              0	              8	              8	             10	 1	   1.0000000000e+00	
              1	              8	              8	             10	 1	   9.8506248471e-01	
              2	              8	              8	             10	 1	   9.6851077615e-01	
              3	              8	              8	             10	 1	   9.5072231599e-01	
              4	              8	              8	             10	 1	   9.3224935858e-01	
              5	              8	              8	             10	 1	   9.1382619231e-01	
              6	              8	              8	             10	 1	   8.9856582629e-01	
              7	              8	              8	             10	 1	   8.8526761171e-01	
              8	              8	              8	             10	 1	   8.7477724204e-01	
              9	              8	              8	             10	 1	   8.6793630203e-01	
             10	              8	              8	             10	 1	   8.6553182627e-01	
              0	              9	              8	             10	 1	   1.0000000000e+00	
              1	              9	              8	             10	 1	   9.8507502931e-01	
              2	              9	              8	             10	 1	   9.6855241985e-01	
              3	              9	              8	             10	 1	   9.5081944384e-01	
              4	              9	              8	             10	 1	   9.3243023584e-01	
              5	              9	              8	             10	 1	   9.1411220522e-01	
              6	              9	              8	             10	 1	   8.9895069437e-01	
              7	              9	              8	             10	 1	   8.8574776897e-01	
              8	              9	              8	             10	 1	   8.7533924648e-01	
              9	              9	              8	             10	 1	   8.6855523855e-01	
             10	              9	              8	             10	 1	   8.6617148941e-01	
              0	             10	              8	             10	 1	   1.0000000000e+00	
              1	             10	              8	             10	 1	   9.8508051400e-01	
              2	             10	              8	             10	 1	   9.6856841458e-01	
              3	             10	              8	             10	 1	   9.5085406362e-01	
              4	             10	              8	             10	 1	   9.3249229851e-01	
              5	             10	              8	             10	 1	   9.1420854625e-01	
              6	             10	              8	             10	 1	   8.9907963058e-01	
              7	             10	              8	             10	 1	   8.8590820976e-01	
              8	             10	              8	             10	 1	   8.7552665267e-01	
              9	             10	              8	             10	 1	   8.6876130582e-01	
             10	             10	              8	             10	 1	   8.6638432633e-01	
              0	              0	              9	             10	 1	   1.0000000000e+00	
              1	              0	              9	             10	 1	   9.8538834280e-01	
              2	              0	              9	             10	 1	   9.6855039350e-01	
              3	              0	              9	             10	 1	   9.4984549424e-01	
              4	              0	              9	             10	 1	   9.2983764046e-01	
              5	              0	              9	             10	 1	   9.0931967718e-01	
              6	              0	              9	             10	 1	   8.9266195987e-01	
              7	              0	              9	             10	 1	   8.7789699984e-01	
              8	              0	              9	             10	 1	   8.6605699141e-01	
              9	              0	              9	             10	 1	   8.5821392260e-01	
             10	              0	              9	             10	 1	   8.5542674200e-01	
              0	              1	              9	             10	 1	   1.0000000000e+00	
              1	              1	              9	             10	 1	   9.8539604991e-01	
              2	              1	              9	             10	 1	   9.6857246626e-01	
              3	              1	              9	             10	 1	   9.4989267211e-01	
              4	              1	              9	             10	 1	   9.2992182502e-01	
              5	              1	              9	             10	 1	   9.0945048997e-01	
              6	              1	              9	             10	 1	   8.9283569441e-01	
              7	              1	              9	             10	 1	   8.7811256476e-01	
              8	              1	              9	             10	 1	   8.6630870717e-01	
              9	              1	              9	             10	 1	   8.5849092367e-01	
             10	              1	              9	             10	 1	   8.5571299051e-01	
              0	              2	              9	             10	 1	   1.0000000000e+00	
              1	              2	              9	             10	 1	   9.8541423529e-01	
              2	              2	              9	             10	 1	   9.6863060343e-01	
              3	              2	              9	             10	 1	   9.5002553516e-01	
              4	              2	              9	             10	 1	   9.3016728410e-01	
              5	              2	              9	             10	 1	   9.0983827536e-01	
              6	              2	              9	             10	 1	   8.9335290739e-01	
              7	              2	              9	             10	 1	   8.7875547575e-01	
              8	              2	              9	             10	 1	   8.6706055922e-01	
              9	              2	              9	             10	 1	   8.5931931407e-01	
             10	              2	              9	             10	 1	   8.5656945962e-01	
              0	              3	              9	             10	 1	   1.0000000000e+00	
              1	              3	              9	             10	 1	   9.8542581383e-01	
              2	              3	              9	             10	 1	   9.6869823960e-01	
              3	              3	              9	             10	 1	   9.5021679979e-01	
              4	              3	              9	             10	 1	   9.3055313124e-01	
              5	              3	              9	             10	 1	   9.1047176530e-01	
              6	              3	              9	             10	 1	   8.9420289103e-01	
              7	              3	              9	             10	 1	   8.7981486354e-01	
              8	              3	              9	             10	 1	   8.6830330198e-01	
              9	              3	              9	             10	 1	   8.6069246397e-01	
             10	              3	              9	             10	 1	   8.5799084641e-01	
              0	              4	              9	             10	 1	   1.0000000000e+00	
              1	              4	              9	             10	 1	   9.8539204005e-01	
              2	              4	              9	             10	 1	   9.6872216374e-01	
              3	              4	              9	             10	 1	   9.5041616353e-01	
              4	              4	              9	             10	 1	   9.3104537122e-01	
              5	              4	              9	             10	 1	   9.1134501154e-01	
              6	              4	              9	             10	 1	   8.9537119919e-01	
              7	              4	              9	             10	 1	   8.8127343960e-01	
              8	              4	              9	             10	 1	   8.7002370755e-01	
              9	              4	              9	             10	 1	   8.6260420008e-01	
             10	              4	              9	             10	 1	   8.5997466276e-01	
              0	              5	              9	             10	 1	   1.0000000000e+00	
              1	              5	              9	             10	 1	   9.8522303464e-01	
              2	              5	              9	             10	 1	   9.6860596334e-01	
              3	              5	              9	             10	 1	   9.5054145924e-01	
              4	              5	              9	             10	 1	   9.3159192734e-01	
              5	              5	              9	             10	 1	   9.1249970248e-01	
              6	              5	              9	             10	 1	   8.9683632379e-01	
              7	              5	              9	             10	 1	   8.8310503648e-01	
              8	              5	              9	             10	 1	   8.7220787871e-01	
              9	              5	              9	             10	 1	   8.6505924165e-01	
             10	              5	              9	             10	 1	   8.6253575453e-01	
              0	              6	              9	             10	 1	   1.0000000000e+00	
              1	              6	              9	             10	 1	   9.8510223573e-01	
              2	              6	              9	             10	 1	   9.6852596480e-01	
              3	              6	              9	             10	 1	   9.5063734129e-01	
              4	              6	              9	             10	 1	   9.3199314149e-01	
              5	              6	              9	             10	 1	   9.1334803746e-01	
              6	              6	              9	             10	 1	   8.9792476599e-01	
              7	              6	              9	             10	 1	   8.8446797448e-01	
              8	              6	              9	             10	 1	   8.7383246548e-01	
              9	              6	              9	             10	 1	   8.6688385828e-01	
             10	              6	              9	             10	 1	   8.6443846193e-01	
              0	              7	              9	             10	 1	   1.0000000000e+00	
              1	              7	              9	             10	 1	   9.8507977868e-01	
              2	              7	              9	             10	 1	   9.6854852170e-01	
              3	              7	              9	             10	 1	   9.5078934960e-01	
              4	              7	              9	             10	 1	   9.3235773571e-01	
              5	              7	              9	             10	 1	   9.1398708809e-01	
              6	              7	              9	             10	 1	   8.9878265508e-01	
              7	              7	              9	             10	 1	   8.8553847269e-01	
              8	              7	              9	             10	 1	   8.7509281041e-01	
              9	              7	              9	             10	 1	   8.6828173539e-01	
             10	              7	              9	             10	 1	   8.6588784524e-01	
              0	              8	              9	             10	 1	   1.0000000000e+00	
              1	              8	              9	             10	 1	   9.8509030259e-01	
              2	              8	              9	             10	 1	   9.6860216709e-01	
              3	              8	              9	             10	 1	   9.5093424581e-01	
              4	              8	              9	             10	 1	   9.3264307039e-01	
              5	              8	              9	             10	 1	   9.1444800277e-01	
              6	              8	              9	             10	 1	   8.9940102405e-01	
              7	              8	              9	             10	 1	   8.8630728389e-01	
              8	              8	              9	             10	 1	   8.7599183741e-01	
              9	              8	              9	             10	 1	   8.6927235658e-01	
             10	              8	              9	             10	 1	   8.6691208035e-01	
              0	              9	              9	             10	 1	   1.0000000000e+00	
              1	              9	              9	             10	 1	   9.8510503869e-01	
              2	              9	              9	             10	 1	   9.6864735364e-01	
              3	              9	              9	             10	 1	   9.5103439736e-01	
              4	              9	              9	             10	 1	   9.3282399713e-01	
              5	              9	              9	             10	 1	   9.1472878245e-01	
              6	              9	              9	             10	 1	   8.9977482742e-01	
              7	              9	              9	             10	 1	   8.8677021202e-01	
              8	              9	              9	             10	 1	   8.7653101148e-01	
              9	              9	              9	             10	 1	   8.6986442543e-01	
             10	              9	              9	             10	 1	   8.6752337957e-01	
              0	             10	              9	             10	 1	   1.0000000000e+00	
              1	             10	              9	             10	 1	   9.8511118584e-01	
              2	             10	              9	             10	 1	   9.6866440321e-01	
              3	             10	              9	             10	 1	   9.5106986569e-01	
              4	             10	              9	             10	 1	   9.3288591437e-01	
              5	             10	              9	             10	 1	   9.1482324712e-01	
              6	             10	              9	             10	 1	   8.9989996259e-01	
              7	             10	              9	             10	 1	   8.8692481143e-01	
              8	             10	              9	             10	 1	   8.7671072544e-01	
              9	             10	              9	             10	 1	   8.7006147119e-01	
             10	             10	              9	             10	 1	   8.6772670367e-01	
              0	              0	             10	             10	 1	   1.0000000000e+00	
              1	              0	             10	             10	 1	   9.8538542542e-01	
              2	              0	             10	             10	 1	   9.6856017269e-01	
              3	              0	             10	             10	 1	   9.4989720757e-01	
              4	              0	             10	             10	 1	   9.2996693614e-01	
              5	              0	             10	             10	 1	   9.0955797295e-01	
              6	              0	             10	             10	 1	   8.9300585271e-01	
              7	              0	             10	             10	 1	   8.7834688308e-01	
              8	              0	             10	             10	 1	   8.6660029590e-01	
              9	              0	             10	             10	 1	   8.5882352173e-01	
             10	              0	             10	             10	 1	   8.5606078438e-01	
              0	              1	             10	             10	 1	   1.0000000000e+00	
              1	              1	             10	             10	 1	   9.8539343706e-01	
              2	              1	             10	             10	 1	   9.6858273558e-01	
              3	              1	             10	             10	 1	   9.4994476228e-01	
              4	              1	             10	             10	 1	   9.3005095711e-01	
              5	              1	             10	             10	 1	   9.0968764652e-01	
              6	              1	             10	             10	 1	   8.9317736765e-01	
              7	              1	             10	             10	 1	   8.7855905230e-01	
              8	              1	             10	             10	 1	   8.6684753052e-01	
              9	              1	             10	             10	 1	   8.5909525196e-01	
             10	              1	             10	             10	 1	   8.5634146773e-01	
              0	              2	             10	             10	 1	   1.0000000000e+00	
              1	              2	             10	             10	 1	   9.8541261685e-01	
              2	              2	             10	             10	 1	   9.6864249709e-01	
              3	              2	             10	             10	 1	   9.5007895917e-01	
              4	              2	             10	             10	 1	   9.3029614915e-01	
              5	              2	             10	             10	 1	   9.1007224363e-01	
              6	              2	             10	             10	 1	   8.9368817521e-01	
              7	              2	             10	             10	 1	   8.7919207055e-01	
              8	              2	             10	             10	 1	   8.6758627365e-01	
              9	              2	             10	             10	 1	   8.5990819074e-01	
             10	              2	             10	             10	 1	   8.5718161098e-01	
              0	              3	             10	             10	 1	   1.0000000000e+00	
              1	              3	             10	             10	 1	   9.8542606840e-01	
              2	              3	             10	             10	 1	   9.6871325495e-01	
              3	              3	             10	             10	 1	   9.5027300856e-01	
              4	              3	             10	             10	 1	   9.3068219816e-01	
              5	              3	             10	             10	 1	   9.1070112996e-01	
              6	              3	             10	             10	 1	   8.9452834473e-01	
              7	              3	             10	             10	 1	   8.8023603711e-01	
              8	              3	             10	             10	 1	   8.6880842119e-01	
              9	              3	             10	             10	 1	   8.6125696143e-01	
             10	              3	             10	             10	 1	   8.5857720165e-01	
              0	              4	             10	             10	 1	   1.0000000000e+00	
              1	              4	             10	             10	 1	   9.8539516152e-01	
              2	              4	             10	             10	 1	   9.6874204157e-01	
              3	              4	             10	             10	 1	   9.5047700997e-01	
              4	              4	             10	             10	 1	   9.3117569909e-01	
              5	              4	             10	             10	 1	   9.1156916539e-01	
              6	              4	             10	             10	 1	   8.9568470393e-01	
              7	              4	             10	             10	 1	   8.8167543671e-01	
              8	              4	             10	             10	 1	   8.7050293625e-01	
              9	              4	             10	             10	 1	   8.6313784674e-01	
             10	              4	             10	             10	 1	   8.6052829553e-01	
              0	              5	             10	             10	 1	   1.0000000000e+00	
              1	              5	             10	             10	 1	   9.8522975859e-01	
              2	              5	             10	             10	 1	   9.6863203489e-01	
              3	              5	             10	             10	 1	   9.5060849313e-01	
              4	              5	             10	             10	 1	   9.3172464106e-01	
              5	              5	             10	             10	 1	   9.1271841226e-01	
              6	              5	             10	             10	 1	   8.9713722214e-01	
              7	              5	             10	             10	 1	   8.8348643402e-01	
              8	              5	             10	             10	 1	   8.7265892638e-01	
              9	              5	             10	             10	 1	   8.6555898450e-01	
             10	              5	             10	             10	 1	   8.6305328683e-01	
              0	              6	             10	             10	 1	   1.0000000000e+00	
              1	              6	             10	             10	 1	   9.8511147892e-01	
              2	              6	             10	             10	 1	   9.6855633206e-01	
              3	              6	             10	             10	 1	   9.5070865378e-01	
              4	              6	             10	             10	 1	   9.3212753548e-01	
              5	              6	             10	             10	 1	   9.1356308269e-01	
              6	              6	             10	             10	 1	   8.9821697192e-01	
              7	              6	             10	             10	 1	   8.8483508989e-01	
              8	              6	             10	             10	 1	   8.7426394005e-01	
              9	              6	             10	             10	 1	   8.6736004437e-01	
             10	              6	             10	             10	 1	   8.6493091164e-01	
              0	              7	             10	             10	 1	   1.0000000000e+00	
              1	              7	             10	             10	 1	   9.8509096333e-01	
              2	              7	             10	             10	 1	   9.6858213432e-01	
              3	              7	             10	             10	 1	   9.5086375029e-01	
              4	              7	             10	             10	 1	   9.3249308029e-01	
              5	              7	             10	             10	 1	   9.1419907524e-01	
              6	              7	             10	             10	 1	   8.9906754388e-01	
              7	              7	             10	             10	 1	   8.8589374028e-01	
              8	              7	             10	             10	 1	   8.7550825295e-01	
              9	              7	             10	             10	 1	   8.6873881781e-01	
             10	              7	             10	             10	 1	   8.6636003819e-01	
              0	              8	             10	             10	 1	   1.0000000000e+00	
              1	              8	             10	             10	 1	   9.8510273707e-01	
              2	              8	             10	             10	 1	   9.6863782527e-01	
              3	              8	             10	             10	 1	   9.5101047062e-01	
              4	              8	             10	             10	 1	   9.3277868185e-01	
              5	              8	             10	             10	 1	   9.1465743154e-01	
              6	              8	             10	             10	 1	   8.9968025203e-01	
              7	              8	             10	             10	 1	   8.8665360342e-01	
              8	              8	             10	             10	 1	   8.7639533309e-01	
              9	              8	             10	             10	 1	   8.6971532228e-01	
             10	              8	             10	             10	 1	   8.6736935042e-01	
              0	              9	             10	             10	 1	   1.0000000000e+00	
              1	              9	             10	             10	 1	   9.8511813379e-01	
              2	              9	             10	             10	 1	   9.6868406952e-01	
              3	              9	             10	             10	 1	   9.5111149380e-01	
              4	              9	             10	             10	 1	   9.3295951979e-01	
              5	              9	             10	             10	 1	   9.1493646632e-01	
              6	              9	             10	             10	 1	   9.0005045365e-01	
              7	              9	             10	             10	 1	   8.8711095806e-01	
              8	              9	             10	             10	 1	   8.7692714387e-01	
              9	              9	             10	             10	 1	   8.7029874236e-01	
             10	              9	             10	             10	 1	   8.6797152582e-01	
              0	             10	             10	             10	 1	   1.0000000000e+00	
              1	             10	             10	             10	 1	   9.8512448319e-01	
              2	             10	             10	             10	 1	   9.6870143795e-01	
              3	             10	             10	             10	 1	   9.5114720925e-01	
              4	             10	             10	             10	 1	   9.3302136573e-01	
              5	             10	             10	             10	 1	   9.1503030961e-01	
              6	             10	             10	             10	 1	   9.0017435201e-01	
              7	             10	             10	             10	 1	   8.8726366604e-01	
              8	             10	             10	             10	 1	   8.7710437313e-01	
              9	             10	             10	             10	 1	   8.7049287861e-01	
             10	             10	             10	             10	 1	   8.6817178377e-01	
